uf,ano,cultura,target,target_label,modelo,status,valor_real,valor_predito
RO,2023,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest default,default,3617.0,3297.42
RS,2023,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest default,default,35435.0,42642.24
RS,2023,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest default,default,16181.0,17600.17
RS,2023,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest default,default,4855.0,6786.69
RS,2023,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest default,default,1912.0,2981.99
SC,2023,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest default,default,51884.0,57422.91
SC,2023,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest default,default,20755.0,19609.83
SC,2023,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest default,default,7852.0,6817.07
SC,2023,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest default,default,3805.0,3405.9
SE,2023,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest default,default,57480.0,56078.42
SE,2023,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest default,default,13498.0,9542.29
SE,2023,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest default,default,4890.0,3976.6
SE,2023,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest default,default,0.0,970.76
SP,2023,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest default,default,80066.0,78154.05
SP,2023,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest default,default,23243.0,23806.96
SP,2023,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest default,default,5869.0,5511.49
SP,2023,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest default,default,3648.0,3217.0
TO,2023,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest default,default,83875.0,77198.59
TO,2023,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest default,default,16074.0,16630.55
TO,2023,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest default,default,4551.0,3835.97
TO,2023,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest default,default,3260.0,2915.74
AC,2021,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,26410.0,43185.31689434038
AC,2021,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,23133.0,23459.430406746033
AC,2021,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3105.0,2867.756490893206
AC,2021,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3368.0,2621.7022723691493
AL,2021,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,59970.0,58670.31127893417
AL,2021,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,12635.0,12419.99086760462
AL,2021,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,2509.0,2222.62712917083
AL,2021,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,2835.0,2232.4797416807332
AM,2021,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,49351.0,62429.5569733623
AM,2021,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,11525.0,11937.223926767676
AM,2021,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,2261.0,3114.2368056181163
AM,2021,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3333.0,1946.8905765472953
AP,2021,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,25965.0,31050.11534090909
AP,2021,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,10790.0,12039.744999999999
AP,2021,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,905.0,1817.1431101044436
AP,2021,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,2680.0,2505.5176763701306
BA,2021,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,75110.0,65107.151627973464
BA,2021,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,7905.0,9660.763535353537
BA,2021,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,4208.0,3985.4119849454087
BA,2021,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,4023.0,3078.2910813492063
CE,2021,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,60958.0,54335.831765534465
CE,2021,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,9805.0,8255.669332856529
CE,2021,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,743.0,1005.204679938975
CE,2021,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3202.0,1105.7075
DF,2021,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,85000.0,80172.82319444444
DF,2021,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,16440.0,16716.67443843654
DF,2021,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,5400.0,8298.19473893066
DF,2021,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3900.0,4213.78775
ES,2021,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,54787.0,56605.66649623899
ES,2021,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,16983.0,16065.758186330397
ES,2021,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3022.0,3147.23419726265
ES,2021,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,0.0,504.1543244949495
GO,2021,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,77716.0,77364.04306051586
GO,2021,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,15829.0,16280.155964946387
GO,2021,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,5779.0,7328.7639719173785
GO,2021,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3542.0,3225.6967325344117
MA,2021,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,57905.0,59725.309501731295
MA,2021,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,8002.0,8608.948462301589
MA,2021,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,4693.0,3914.0334175895173
MA,2021,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3166.0,2881.3507837024995
MG,2021,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,71520.0,75196.55479505405
MG,2021,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,14100.0,14563.81594021512
MG,2021,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,5875.0,6761.348226010101
MG,2021,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3609.0,4081.29918574481
MS,2021,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,70223.0,72374.25007916242
MS,2021,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,22799.0,21461.01338965433
MS,2021,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,2768.0,5067.676988578551
MS,2021,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3622.0,4002.0207254273505
MT,2021,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,77503.0,72624.43551586886
MT,2021,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,14606.0,15420.296978955528
MT,2021,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,5518.0,5829.936831580256
MT,2021,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3381.0,3316.0113632286802
PA,2021,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,69019.0,63684.87400045097
PA,2021,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,14206.0,14954.907300962926
PA,2021,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3101.0,3248.1079091211377
PA,2021,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,2962.0,3361.4792006569114
PB,2021,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,55654.0,54631.04155153977
PB,2021,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,9291.0,9427.427102216798
PB,2021,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,655.0,652.810956978751
PB,2021,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,0.0,508.3277777777778
PE,2021,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,55823.0,56496.10758495266
PE,2021,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,9916.0,9562.681341634785
PE,2021,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,633.0,1716.2574815797232
PE,2021,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,2000.0,1054.5513170498084
PI,2021,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,62048.0,59529.142437441325
PI,2021,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,9770.0,9657.11296380891
PI,2021,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,4245.0,3473.4261931448996
PI,2021,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3262.0,3015.7286745430492
PR,2021,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,66083.0,68119.69220244726
PR,2021,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,23980.0,22417.122714479938
PR,2021,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3827.0,6414.518500233427
PR,2021,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3480.0,3341.117002645503
RJ,2021,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,41597.0,51294.66304619071
RJ,2021,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,13416.0,16157.101819700767
RJ,2021,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,4238.0,4424.287939098716
RJ,2021,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,4208.0,1352.7348611111113
RN,2021,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,61371.0,58874.13194360389
RN,2021,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,10753.0,10239.531250845948
RN,2021,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,487.0,1617.5946910456103
RN,2021,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,0.0,237.17185185185187
RO,2021,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,34162.0,54045.77873135391
RO,2021,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,22392.0,19998.666496261038
RO,2021,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,4175.0,3784.07214548828
RO,2021,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3376.0,3199.404391021995
RS,2021,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,41489.0,41202.29722222222
RS,2021,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,17728.0,17766.763826397164
RS,2021,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,5656.0,6529.287665343915
RS,2021,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3343.0,3010.1839999999997
SC,2021,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,50139.0,50689.54073961909
SC,2021,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,20341.0,20304.12842011825
SC,2021,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,5983.0,7284.024818295739
SC,2021,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3373.0,3559.9160405982902
SE,2021,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,55262.0,56364.24207504778
SE,2021,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,12660.0,13008.088954369274
SE,2021,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,4481.0,3706.4335287545837
SE,2021,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,0.0,885.6934027777777
SP,2021,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,74142.0,74662.98646185777
SP,2021,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,22184.0,21084.855099595392
SP,2021,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,5455.0,5738.752380189256
SP,2021,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3489.0,3294.333691516817
TO,2021,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,62718.0,74474.13331272102
TO,2021,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,16249.0,16293.517270679633
TO,2021,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,4311.0,4051.9567483933515
TO,2021,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3125.0,3004.741326156022
AC,2022,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,26554.0,46551.71390313677
AC,2022,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,23013.0,22148.61755952381
AC,2022,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3350.0,2954.7073852682342
AC,2022,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3450.0,2981.2996032544947
AL,2022,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,60960.0,59396.99289473774
AL,2022,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,15103.0,12448.384635642136
AL,2022,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,2333.0,2115.6252021559376
AL,2022,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3291.0,1815.3816111530077
AM,2022,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,75581.0,61421.22323125103
AM,2022,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,11174.0,12094.055474386725
AM,2022,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,2232.0,3747.9988570857327
AM,2022,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,2329.0,2707.398531468532
AP,2022,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,24989.0,30250.91534090909
AP,2022,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,10470.0,11954.115833333333
AP,2022,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,940.0,1763.2470866063813
AP,2022,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,2775.0,2379.7127638796387
BA,2022,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,69025.0,66036.28910480389
BA,2022,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,8133.0,10535.093551587304
BA,2022,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,4256.0,4457.373857334716
BA,2022,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3921.0,3084.133000541125
CE,2022,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,61986.0,56682.71535866741
CE,2022,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,11520.0,9489.147840608466
CE,2022,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,924.0,997.2330092254292
CE,2022,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3486.0,1605.5794146825397
DF,2022,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,94397.0,78728.25923809524
DF,2022,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,16440.0,16668.2844840066
DF,2022,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,5450.0,6542.761390692641
DF,2022,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3600.0,3488.391105324074
ES,2022,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,58988.0,56532.5350096101
ES,2022,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,16747.0,16194.736436704568
ES,2022,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3363.0,3114.238197382899
ES,2022,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,2500.0,550.9500652356903
GO,2022,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,78967.0,77156.83760502345
GO,2022,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,15815.0,16274.179370026603
GO,2022,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,5615.0,5930.703819545994
GO,2022,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3691.0,3221.841374807988
MA,2022,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,58968.0,59865.99967704588
MA,2022,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,8079.0,8645.560804473305
MA,2022,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,4428.0,3875.797360752835
MA,2022,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3216.0,2828.3216476288776
MG,2022,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,74990.0,76229.52167400013
MG,2022,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,14483.0,15443.184394580201
MG,2022,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,6012.0,6121.9524163336655
MG,2022,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3777.0,3366.938658008658
MS,2022,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,64540.0,72986.71681915
MS,2022,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,22207.0,21263.74079876203
MS,2022,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,5410.0,4928.779747118743
MS,2022,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,2337.0,3989.157214330808
MT,2022,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,76116.0,71864.51942958939
MT,2022,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,14784.0,15252.73497967703
MT,2022,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,5975.0,5665.465062932239
MT,2022,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3481.0,3249.1576289415857
PA,2022,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,69208.0,63427.74098788483
PA,2022,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,15003.0,14701.827996933624
PA,2022,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3059.0,3297.6342997050315
PA,2022,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3067.0,3245.5247491101813
PB,2022,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,56277.0,58667.55927712786
PB,2022,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,9343.0,9992.591330868208
PB,2022,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,751.0,2171.7969523257025
PB,2022,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,1514.0,1563.0727002164501
PE,2022,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,61026.0,56512.56206167535
PE,2022,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,9719.0,9456.825732323232
PE,2022,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,590.0,2350.501609150359
PE,2022,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,0.0,1387.2097222222224
PI,2022,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,59734.0,58876.106397976735
PI,2022,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,10827.0,9596.042235449737
PI,2022,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,4448.0,3521.537921539961
PI,2022,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3526.0,3002.0227865961197
PR,2022,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,66126.0,67634.27173324632
PR,2022,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,23648.0,22660.4563998358
PR,2022,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,5116.0,6495.774054532069
PR,2022,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,2380.0,3305.6858035447603
RJ,2022,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,45350.0,50251.483455757814
RJ,2022,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,14448.0,15290.690105152873
RJ,2022,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,4522.0,3651.8068997941054
RJ,2022,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3938.0,788.3740740740741
RN,2022,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,48712.0,58360.838751982265
RN,2022,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,10289.0,10435.294368386245
RN,2022,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,538.0,1685.6832047541238
RN,2022,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,0.0,503.3194444444444
RO,2022,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,35472.0,54833.32888246356
RO,2022,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,21349.0,19946.44213614585
RO,2022,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,4610.0,3775.449122565435
RO,2022,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3575.0,3202.498864244983
RS,2022,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,31438.0,42420.004861111105
RS,2022,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,14393.0,17147.01260307734
RS,2022,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,3877.0,6681.547480158731
RS,2022,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,1508.0,3307.0249479166664
SC,2022,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,48474.0,52023.59983465609
SC,2022,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,20381.0,19222.562196977382
SC,2022,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,6364.0,7050.771700513539
SC,2022,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,2868.0,3187.0482771799957
SE,2022,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,57554.0,57526.600134890185
SE,2022,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,12671.0,11701.60186026936
SE,2022,Milho,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,4511.0,3114.8636304218658
SE,2022,Soja,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,0.0,904.4702546296297
SP,2022,Cana_de_acucar,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,76620.0,76550.63940441619
SP,2022,Mandioca,rendimento_medio_producao_kg_ha,Rendimento medio,Random Forest tunado,tunado,23352.0,23193.1473059446
