uf,ano,cultura,target,target_label,modelo,status,valor_real,valor_predito
MS,2022,Milho,area_plantada_ha,Area plantada,LightGBM default,default,2386159.0,1893106.0284566379
MS,2022,Soja,area_plantada_ha,Area plantada,LightGBM default,default,3694468.0,2559831.135566087
MT,2022,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,229199.0,757308.1189854774
MT,2022,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,18440.0,342362.82483243395
MT,2022,Milho,area_plantada_ha,Area plantada,LightGBM default,default,6416967.0,4626736.909489913
MT,2022,Soja,area_plantada_ha,Area plantada,LightGBM default,default,10925226.0,8012903.48603532
PA,2022,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,17479.0,0.0
PA,2022,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,278356.0,191714.0779807289
PA,2022,Milho,area_plantada_ha,Area plantada,LightGBM default,default,405590.0,264975.20100263867
PA,2022,Soja,area_plantada_ha,Area plantada,LightGBM default,default,839560.0,1341983.805291262
PB,2022,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,102399.0,131674.09999803195
PB,2022,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,14916.0,6420.672824808672
PB,2022,Milho,area_plantada_ha,Area plantada,LightGBM default,default,98856.0,149985.2532818767
PB,2022,Soja,area_plantada_ha,Area plantada,LightGBM default,default,37.0,89420.07818454361
PE,2022,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,285017.0,170480.49938740194
PE,2022,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,38856.0,77341.62995945606
PE,2022,Milho,area_plantada_ha,Area plantada,LightGBM default,default,193735.0,205913.12411726348
PE,2022,Soja,area_plantada_ha,Area plantada,LightGBM default,default,0.0,229737.11102246048
PI,2022,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,17827.0,0.0
PI,2022,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,40883.0,33265.08843627288
PI,2022,Milho,area_plantada_ha,Area plantada,LightGBM default,default,585294.0,360896.36338623374
PI,2022,Soja,area_plantada_ha,Area plantada,LightGBM default,default,872906.0,736037.1886441631
PR,2022,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,521038.0,601871.7202349743
PR,2022,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,123041.0,92781.79986216666
PR,2022,Milho,area_plantada_ha,Area plantada,LightGBM default,default,3073180.0,2612484.591598868
PR,2022,Soja,area_plantada_ha,Area plantada,LightGBM default,default,5683194.0,5552789.6755393855
RJ,2022,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,59789.0,53048.19683793847
RJ,2022,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,12109.0,0.0
RJ,2022,Milho,area_plantada_ha,Area plantada,LightGBM default,default,2383.0,35405.79447531368
RJ,2022,Soja,area_plantada_ha,Area plantada,LightGBM default,default,242.0,80259.50161561527
RN,2022,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,68626.0,66463.08222931018
RN,2022,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,22216.0,11250.699370546028
RN,2022,Milho,area_plantada_ha,Area plantada,LightGBM default,default,60387.0,84669.63264031115
RN,2022,Soja,area_plantada_ha,Area plantada,LightGBM default,default,0.0,12040.548051483607
RO,2022,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,502.0,0.0
RO,2022,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,18968.0,24716.222727714063
RO,2022,Milho,area_plantada_ha,Area plantada,LightGBM default,default,322237.0,172185.82218932686
RO,2022,Soja,area_plantada_ha,Area plantada,LightGBM default,default,489526.0,268042.8510125607
RS,2022,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,13171.0,0.0
RS,2022,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,45952.0,155131.51587041907
RS,2022,Milho,area_plantada_ha,Area plantada,LightGBM default,default,784000.0,914590.31344002
RS,2022,Soja,area_plantada_ha,Area plantada,LightGBM default,default,6387670.0,5526544.517332186
SC,2022,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,3877.0,25066.8940056251
SC,2022,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,15164.0,18244.49939932101
SC,2022,Milho,area_plantada_ha,Area plantada,LightGBM default,default,337104.0,413899.8501036014
SC,2022,Soja,area_plantada_ha,Area plantada,LightGBM default,default,754520.0,515399.4043352192
SE,2022,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,40494.0,1251.5567641604657
SE,2022,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,12587.0,521.7984056205878
SE,2022,Milho,area_plantada_ha,Area plantada,LightGBM default,default,176093.0,138361.0491445408
SE,2022,Soja,area_plantada_ha,Area plantada,LightGBM default,default,0.0,9523.405729681206
SP,2022,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,5502458.0,5087128.27564315
SP,2022,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,61540.0,202621.8488775515
SP,2022,Milho,area_plantada_ha,Area plantada,LightGBM default,default,832407.0,931791.8972568415
SP,2022,Soja,area_plantada_ha,Area plantada,LightGBM default,default,1252070.0,1121302.2680114727
TO,2022,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,29918.0,67541.1175329187
TO,2022,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,16651.0,38055.977031432376
TO,2022,Milho,area_plantada_ha,Area plantada,LightGBM default,default,422261.0,453554.2483500001
TO,2022,Soja,area_plantada_ha,Area plantada,LightGBM default,default,1167122.0,1264230.5820108152
AC,2023,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,465.0,2850.0197481850078
AC,2023,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,22025.0,31538.820814605224
AC,2023,Milho,area_plantada_ha,Area plantada,LightGBM default,default,40831.0,42307.749765349254
AC,2023,Soja,area_plantada_ha,Area plantada,LightGBM default,default,12010.0,3957.2965306777455
AL,2023,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,290003.0,255162.66764491628
AL,2023,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,34032.0,40583.732954087674
AL,2023,Milho,area_plantada_ha,Area plantada,LightGBM default,default,54358.0,56187.15531565182
AL,2023,Soja,area_plantada_ha,Area plantada,LightGBM default,default,5796.0,20088.004019983273
AM,2023,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,4732.0,4628.530798377852
AM,2023,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,66153.0,79834.146108919
AM,2023,Milho,area_plantada_ha,Area plantada,LightGBM default,default,3340.0,19539.111381995484
AM,2023,Soja,area_plantada_ha,Area plantada,LightGBM default,default,8237.0,11462.931639043003
AP,2023,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,236.0,156.72183668088292
AP,2023,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,9821.0,10324.993608421475
AP,2023,Milho,area_plantada_ha,Area plantada,LightGBM default,default,2372.0,16542.30782820301
AP,2023,Soja,area_plantada_ha,Area plantada,LightGBM default,default,7350.0,18067.05060005687
BA,2023,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,77268.0,77641.80106926366
BA,2023,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,105144.0,64926.939936518036
BA,2023,Milho,area_plantada_ha,Area plantada,LightGBM default,default,694618.0,758930.1029833768
BA,2023,Soja,area_plantada_ha,Area plantada,LightGBM default,default,1923627.0,1570394.9904907015
CE,2023,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,8725.0,25748.632274516058
CE,2023,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,67122.0,54875.258240584415
CE,2023,Milho,area_plantada_ha,Area plantada,LightGBM default,default,600298.0,493238.54394292046
CE,2023,Soja,area_plantada_ha,Area plantada,LightGBM default,default,4944.0,43831.93616090014
DF,2023,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,205.0,37818.66535405978
DF,2023,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,1250.0,15919.641232145761
DF,2023,Milho,area_plantada_ha,Area plantada,LightGBM default,default,55500.0,140725.25436363553
DF,2023,Soja,area_plantada_ha,Area plantada,LightGBM default,default,85000.0,132209.72002016497
ES,2023,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,53123.0,27546.508866357453
ES,2023,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,7705.0,13720.084583226666
ES,2023,Milho,area_plantada_ha,Area plantada,LightGBM default,default,18305.0,77409.8024146089
ES,2023,Soja,area_plantada_ha,Area plantada,LightGBM default,default,1000.0,124352.7331509509
GO,2023,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,978329.0,823181.2701004072
GO,2023,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,12486.0,4685.093074496173
GO,2023,Milho,area_plantada_ha,Area plantada,LightGBM default,default,2181640.0,1803514.7518793035
GO,2023,Soja,area_plantada_ha,Area plantada,LightGBM default,default,4560730.0,3695852.1004872606
MA,2023,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,45096.0,50909.80105605706
MA,2023,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,49913.0,97743.15951211134
MA,2023,Milho,area_plantada_ha,Area plantada,LightGBM default,default,535302.0,465444.09189356316
MA,2023,Soja,area_plantada_ha,Area plantada,LightGBM default,default,1190047.0,849109.0177154344
MG,2023,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,1058212.0,1202264.2336871447
MG,2023,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,39536.0,0.0
MG,2023,Milho,area_plantada_ha,Area plantada,LightGBM default,default,1228588.0,1100732.8717787259
MG,2023,Soja,area_plantada_ha,Area plantada,LightGBM default,default,2214362.0,1854681.115474671
MS,2023,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,660722.0,732554.0221978106
MS,2023,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,52083.0,0.0
MS,2023,Milho,area_plantada_ha,Area plantada,LightGBM default,default,2395909.0,2065825.3952678393
MS,2023,Soja,area_plantada_ha,Area plantada,LightGBM default,default,3884468.0,3688071.296340084
MT,2023,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,239366.0,802006.5284329058
MT,2023,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,17973.0,387061.2342798624
MT,2023,Milho,area_plantada_ha,Area plantada,LightGBM default,default,7429526.0,4671435.318937341
MT,2023,Soja,area_plantada_ha,Area plantada,LightGBM default,default,11981285.0,8189002.84632717
PA,2023,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,17476.0,0.0
PA,2023,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,254370.0,127255.72015016252
PA,2023,Milho,area_plantada_ha,Area plantada,LightGBM default,default,485255.0,288076.96275794564
PA,2023,Soja,area_plantada_ha,Area plantada,LightGBM default,default,1007539.0,1984085.3516138336
PB,2023,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,109237.0,71037.42133580297
PB,2023,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,15016.0,0.0
PB,2023,Milho,area_plantada_ha,Area plantada,LightGBM default,default,101039.0,108245.36630722732
PB,2023,Soja,area_plantada_ha,Area plantada,LightGBM default,default,0.0,91888.62476624324
PE,2023,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,260822.0,178744.79748638973
PE,2023,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,50538.0,80322.16834160459
PE,2023,Milho,area_plantada_ha,Area plantada,LightGBM default,default,184857.0,191978.0488798466
PE,2023,Soja,area_plantada_ha,Area plantada,LightGBM default,default,100.0,227957.92234626063
PI,2023,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,17951.0,0.0
PI,2023,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,44991.0,30660.709353636637
PI,2023,Milho,area_plantada_ha,Area plantada,LightGBM default,default,601766.0,406114.91732214816
PI,2023,Soja,area_plantada_ha,Area plantada,LightGBM default,default,945551.0,727149.4629401035
PR,2023,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,519906.0,636537.0268273841
PR,2023,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,136971.0,96980.49948210496
PR,2023,Milho,area_plantada_ha,Area plantada,LightGBM default,default,2803150.0,2611275.913297068
PR,2023,Soja,area_plantada_ha,Area plantada,LightGBM default,default,5762069.0,5535658.506274943
RJ,2023,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,52667.0,501169.03701166605
RJ,2023,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,12103.0,0.0
RJ,2023,Milho,area_plantada_ha,Area plantada,LightGBM default,default,1963.0,196290.28052427404
RJ,2023,Soja,area_plantada_ha,Area plantada,LightGBM default,default,756.0,315962.8744064531
RN,2023,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,65765.0,64452.075913759974
RN,2023,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,27227.0,12712.188285883685
RN,2023,Milho,area_plantada_ha,Area plantada,LightGBM default,default,66428.0,73183.5575575784
RN,2023,Soja,area_plantada_ha,Area plantada,LightGBM default,default,100.0,0.0
RO,2023,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,632.0,1808.7278769129907
RO,2023,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,17952.0,26198.432692426806
RO,2023,Milho,area_plantada_ha,Area plantada,LightGBM default,default,356552.0,167245.8289129387
RO,2023,Soja,area_plantada_ha,Area plantada,LightGBM default,default,589983.0,275401.0113402815
RS,2023,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,12099.0,0.0
RS,2023,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,43715.0,126792.05682527434
RS,2023,Milho,area_plantada_ha,Area plantada,LightGBM default,default,822596.0,888465.0694764066
RS,2023,Soja,area_plantada_ha,Area plantada,LightGBM default,default,6642140.0,5504150.789946354
SC,2023,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,3931.0,41714.75306813938
SC,2023,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,14587.0,48725.00908991836
SC,2023,Milho,area_plantada_ha,Area plantada,LightGBM default,default,329571.0,417296.2116293289
SC,2023,Soja,area_plantada_ha,Area plantada,LightGBM default,default,776923.0,554957.1398659124
SE,2023,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,44947.0,41844.57563935598
SE,2023,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,12356.0,0.0
SE,2023,Milho,area_plantada_ha,Area plantada,LightGBM default,default,184915.0,121747.03300281626
SE,2023,Soja,area_plantada_ha,Area plantada,LightGBM default,default,0.0,39073.61185679583
SP,2023,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,5496459.0,5027296.490659473
SP,2023,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,71454.0,248696.48841691864
SP,2023,Milho,area_plantada_ha,Area plantada,LightGBM default,default,827274.0,966700.7984358922
SP,2023,Soja,area_plantada_ha,Area plantada,LightGBM default,default,1360285.0,1000132.3877947364
TO,2023,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM default,default,36645.0,25600.045007064724
TO,2023,Mandioca,area_plantada_ha,Area plantada,LightGBM default,default,15530.0,66246.39519202191
TO,2023,Milho,area_plantada_ha,Area plantada,LightGBM default,default,527055.0,270882.0536062034
TO,2023,Soja,area_plantada_ha,Area plantada,LightGBM default,default,1331484.0,965731.1127062147
AC,2021,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM tunado,tunado,503.0,0.0
AC,2021,Mandioca,area_plantada_ha,Area plantada,LightGBM tunado,tunado,23000.0,29251.984827765027
AC,2021,Milho,area_plantada_ha,Area plantada,LightGBM tunado,tunado,34105.0,47635.73304035602
AC,2021,Soja,area_plantada_ha,Area plantada,LightGBM tunado,tunado,6185.0,19040.097193162987
AL,2021,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM tunado,tunado,291462.0,241042.69414554234
AL,2021,Mandioca,area_plantada_ha,Area plantada,LightGBM tunado,tunado,40664.0,71217.67499418235
AL,2021,Milho,area_plantada_ha,Area plantada,LightGBM tunado,tunado,55778.0,153973.74720737358
AL,2021,Soja,area_plantada_ha,Area plantada,LightGBM tunado,tunado,3312.0,98145.17404091395
AM,2021,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM tunado,tunado,5825.0,0.0
AM,2021,Mandioca,area_plantada_ha,Area plantada,LightGBM tunado,tunado,73523.0,76056.95303981642
AM,2021,Milho,area_plantada_ha,Area plantada,LightGBM tunado,tunado,2882.0,4574.786777278228
AM,2021,Soja,area_plantada_ha,Area plantada,LightGBM tunado,tunado,3000.0,12464.08708838793
AP,2021,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM tunado,tunado,332.0,22662.01690431713
AP,2021,Mandioca,area_plantada_ha,Area plantada,LightGBM tunado,tunado,10571.0,23106.80255368569
AP,2021,Milho,area_plantada_ha,Area plantada,LightGBM tunado,tunado,1338.0,31731.486796991783
AP,2021,Soja,area_plantada_ha,Area plantada,LightGBM tunado,tunado,6715.0,34121.78456223074
BA,2021,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM tunado,tunado,72993.0,138725.67294742237
BA,2021,Mandioca,area_plantada_ha,Area plantada,LightGBM tunado,tunado,98695.0,159368.75495020844
BA,2021,Milho,area_plantada_ha,Area plantada,LightGBM tunado,tunado,617726.0,765557.1475401389
BA,2021,Soja,area_plantada_ha,Area plantada,LightGBM tunado,tunado,1699965.0,1478713.233911585
CE,2021,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM tunado,tunado,9432.0,57604.17662093609
CE,2021,Mandioca,area_plantada_ha,Area plantada,LightGBM tunado,tunado,57141.0,48112.78193533874
CE,2021,Milho,area_plantada_ha,Area plantada,LightGBM tunado,tunado,557785.0,422163.9734893762
CE,2021,Soja,area_plantada_ha,Area plantada,LightGBM tunado,tunado,1414.0,69352.95511524325
DF,2021,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM tunado,tunado,205.0,268653.5949410878
DF,2021,Mandioca,area_plantada_ha,Area plantada,LightGBM tunado,tunado,1250.0,0.0
DF,2021,Milho,area_plantada_ha,Area plantada,LightGBM tunado,tunado,60000.0,384607.78838772036
DF,2021,Soja,area_plantada_ha,Area plantada,LightGBM tunado,tunado,80000.0,339783.97082214797
ES,2021,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM tunado,tunado,53374.0,53052.77922055641
ES,2021,Mandioca,area_plantada_ha,Area plantada,LightGBM tunado,tunado,7464.0,18555.209084323138
ES,2021,Milho,area_plantada_ha,Area plantada,LightGBM tunado,tunado,13787.0,43491.87730075076
ES,2021,Soja,area_plantada_ha,Area plantada,LightGBM tunado,tunado,0.0,23634.40120997275
GO,2021,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM tunado,tunado,930954.0,927333.6171097007
GO,2021,Mandioca,area_plantada_ha,Area plantada,LightGBM tunado,tunado,11440.0,17178.914295577615
GO,2021,Milho,area_plantada_ha,Area plantada,LightGBM tunado,tunado,1882705.0,1721749.5524982116
GO,2021,Soja,area_plantada_ha,Area plantada,LightGBM tunado,tunado,3857007.0,3428108.537620894
MA,2021,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM tunado,tunado,47182.0,95850.83103883713
MA,2021,Mandioca,area_plantada_ha,Area plantada,LightGBM tunado,tunado,55018.0,153334.19260362015
MA,2021,Milho,area_plantada_ha,Area plantada,LightGBM tunado,tunado,483152.0,450855.4522325791
MA,2021,Soja,area_plantada_ha,Area plantada,LightGBM tunado,tunado,1023541.0,769640.6613914061
MG,2021,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM tunado,tunado,977766.0,942554.4452904506
MG,2021,Mandioca,area_plantada_ha,Area plantada,LightGBM tunado,tunado,38837.0,50526.99275750152
MG,2021,Milho,area_plantada_ha,Area plantada,LightGBM tunado,tunado,1193535.0,1207713.8157093956
MG,2021,Soja,area_plantada_ha,Area plantada,LightGBM tunado,tunado,1935260.0,1448403.7314986042
MS,2021,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM tunado,tunado,673388.0,664903.6242606607
MS,2021,Mandioca,area_plantada_ha,Area plantada,LightGBM tunado,tunado,43834.0,101900.0354995624
MS,2021,Milho,area_plantada_ha,Area plantada,LightGBM tunado,tunado,2150745.0,1778764.5901126883
MS,2021,Soja,area_plantada_ha,Area plantada,LightGBM tunado,tunado,3377042.0,2790876.514046906
MT,2021,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM tunado,tunado,251025.0,319291.99999204586
MT,2021,Mandioca,area_plantada_ha,Area plantada,LightGBM tunado,tunado,17864.0,36543.65921927062
MT,2021,Milho,area_plantada_ha,Area plantada,LightGBM tunado,tunado,5808096.0,4445666.2170205405
MT,2021,Soja,area_plantada_ha,Area plantada,LightGBM tunado,tunado,10461712.0,9412214.16823956
PA,2021,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM tunado,tunado,14908.0,38065.08201038278
PA,2021,Mandioca,area_plantada_ha,Area plantada,LightGBM tunado,tunado,285911.0,197404.80210783845
PA,2021,Milho,area_plantada_ha,Area plantada,LightGBM tunado,tunado,362071.0,380622.2212705625
PA,2021,Soja,area_plantada_ha,Area plantada,LightGBM tunado,tunado,753781.0,914839.7036221665
PB,2021,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM tunado,tunado,101363.0,75477.88898403819
PB,2021,Mandioca,area_plantada_ha,Area plantada,LightGBM tunado,tunado,14321.0,18326.419171059246
PB,2021,Milho,area_plantada_ha,Area plantada,LightGBM tunado,tunado,86374.0,129143.77458905742
PB,2021,Soja,area_plantada_ha,Area plantada,LightGBM tunado,tunado,0.0,21155.80118581599
PE,2021,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM tunado,tunado,279658.0,258115.22205706802
PE,2021,Mandioca,area_plantada_ha,Area plantada,LightGBM tunado,tunado,43671.0,102695.90865126667
PE,2021,Milho,area_plantada_ha,Area plantada,LightGBM tunado,tunado,183755.0,349919.987210447
PE,2021,Soja,area_plantada_ha,Area plantada,LightGBM tunado,tunado,300.0,489127.92876955064
PI,2021,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM tunado,tunado,17892.0,43568.48938788759
PI,2021,Mandioca,area_plantada_ha,Area plantada,LightGBM tunado,tunado,41527.0,78673.78844222451
PI,2021,Milho,area_plantada_ha,Area plantada,LightGBM tunado,tunado,521923.0,411434.58423757093
PI,2021,Soja,area_plantada_ha,Area plantada,LightGBM tunado,tunado,832063.0,669558.35613194
PR,2021,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM tunado,tunado,567806.0,673979.3569958777
PR,2021,Mandioca,area_plantada_ha,Area plantada,LightGBM tunado,tunado,142707.0,66779.19240318552
PR,2021,Milho,area_plantada_ha,Area plantada,LightGBM tunado,tunado,2856885.0,2372916.4952425295
PR,2021,Soja,area_plantada_ha,Area plantada,LightGBM tunado,tunado,5521183.0,5453612.376579843
RJ,2021,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM tunado,tunado,61454.0,98805.76012865825
RJ,2021,Mandioca,area_plantada_ha,Area plantada,LightGBM tunado,tunado,11847.0,5231.256233283929
RJ,2021,Milho,area_plantada_ha,Area plantada,LightGBM tunado,tunado,2019.0,113225.13822364544
RJ,2021,Soja,area_plantada_ha,Area plantada,LightGBM tunado,tunado,77.0,25903.0506278665
RN,2021,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM tunado,tunado,66667.0,52162.17547645394
RN,2021,Mandioca,area_plantada_ha,Area plantada,LightGBM tunado,tunado,22498.0,18732.2330382864
RN,2021,Milho,area_plantada_ha,Area plantada,LightGBM tunado,tunado,45473.0,64970.229079308316
RN,2021,Soja,area_plantada_ha,Area plantada,LightGBM tunado,tunado,0.0,1255.0317011891734
RO,2021,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM tunado,tunado,718.0,6057.995295000213
RO,2021,Mandioca,area_plantada_ha,Area plantada,LightGBM tunado,tunado,18656.0,43592.552031885854
RO,2021,Milho,area_plantada_ha,Area plantada,LightGBM tunado,tunado,295980.0,201283.05436875115
RO,2021,Soja,area_plantada_ha,Area plantada,LightGBM tunado,tunado,400459.0,311159.89797870786
RS,2021,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM tunado,tunado,14239.0,130859.86822422857
RS,2021,Mandioca,area_plantada_ha,Area plantada,LightGBM tunado,tunado,47627.0,40037.85498789457
RS,2021,Milho,area_plantada_ha,Area plantada,LightGBM tunado,tunado,780142.0,953154.7672966466
RS,2021,Soja,area_plantada_ha,Area plantada,LightGBM tunado,tunado,6107620.0,5515852.450452198
SC,2021,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM tunado,tunado,3917.0,238469.18399964503
SC,2021,Mandioca,area_plantada_ha,Area plantada,LightGBM tunado,tunado,16875.0,0.0
SC,2021,Milho,area_plantada_ha,Area plantada,LightGBM tunado,tunado,338887.0,556859.8834226853
SC,2021,Soja,area_plantada_ha,Area plantada,LightGBM tunado,tunado,688980.0,756299.527893136
SE,2021,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM tunado,tunado,37258.0,47337.03181089119
SE,2021,Mandioca,area_plantada_ha,Area plantada,LightGBM tunado,tunado,10782.0,39237.27583132744
SE,2021,Milho,area_plantada_ha,Area plantada,LightGBM tunado,tunado,175237.0,150701.8449563357
SE,2021,Soja,area_plantada_ha,Area plantada,LightGBM tunado,tunado,0.0,63864.14770444229
SP,2021,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM tunado,tunado,5473240.0,5308609.032846723
SP,2021,Mandioca,area_plantada_ha,Area plantada,LightGBM tunado,tunado,65804.0,51848.002555198225
SP,2021,Milho,area_plantada_ha,Area plantada,LightGBM tunado,tunado,681655.0,999709.288626515
SP,2021,Soja,area_plantada_ha,Area plantada,LightGBM tunado,tunado,1199351.0,1240060.90388409
TO,2021,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM tunado,tunado,36419.0,37674.572220208225
TO,2021,Mandioca,area_plantada_ha,Area plantada,LightGBM tunado,tunado,16618.0,42095.14035414425
TO,2021,Milho,area_plantada_ha,Area plantada,LightGBM tunado,tunado,334551.0,278272.829674391
TO,2021,Soja,area_plantada_ha,Area plantada,LightGBM tunado,tunado,1113801.0,977511.5067169976
AC,2022,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM tunado,tunado,480.0,0.0
AC,2022,Mandioca,area_plantada_ha,Area plantada,LightGBM tunado,tunado,21895.0,41548.240510165466
AC,2022,Milho,area_plantada_ha,Area plantada,LightGBM tunado,tunado,40460.0,47659.58782970278
AC,2022,Soja,area_plantada_ha,Area plantada,LightGBM tunado,tunado,6570.0,19894.290389391033
AL,2022,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM tunado,tunado,279705.0,297751.13502044335
AL,2022,Mandioca,area_plantada_ha,Area plantada,LightGBM tunado,tunado,41314.0,72821.58242594954
AL,2022,Milho,area_plantada_ha,Area plantada,LightGBM tunado,tunado,54019.0,185304.2150017362
AL,2022,Soja,area_plantada_ha,Area plantada,LightGBM tunado,tunado,3686.0,98890.75640809425
AM,2022,Cana_de_acucar,area_plantada_ha,Area plantada,LightGBM tunado,tunado,4775.0,0.0
AM,2022,Mandioca,area_plantada_ha,Area plantada,LightGBM tunado,tunado,75034.0,81841.92719349975
