uf,ano,mes,precip_total_mm,dias_precip,temp_media_c,pressao_media_mb,vento_max_ms,vento_media_ms,n_estacoes,anomalia_precip
CE,2013,12,30.1,4.0,27.875,986.9749999999999,7.075,3.025,4,-0.4100768592299817
CE,2014,1,27.6,8.0,27.9,987.425,7.625,2.725,4,-0.4569678238097293
CE,2014,2,83.3,10.75,27.0,986.7,6.85,2.325,4,0.5877628670270455
CE,2014,3,143.9,15.75,26.65,987.525,6.699999999999999,1.975,4,1.7243998484401255
CE,2014,4,132.8,15.607142857142858,26.375,987.9,6.725,1.6,4,1.5162039657060467
CE,2014,5,49.94444444444444,9.166666666666668,26.325,988.2,6.2,1.875,4,-0.037866802610297
CE,2014,6,16.45,3.5,26.45,989.45,6.55,2.425,4,-0.6661015258354033
CE,2014,7,15.399999999999999,2.75,26.4,991.425,7.125,2.825,4,-0.6857957309588972
CE,2014,8,0.0,0.0,27.075,990.425,7.15,3.25,4,-0.974644072770142
CE,2014,9,4.1,1.5,27.85,989.55,7.4,3.425,4,-0.897742890859356
CE,2014,10,24.400000000000002,2.75,28.15,988.45,8.225,3.6,4,-0.5169882584718061
CE,2014,11,17.3,5.0,27.9,987.35,7.475,3.175,4,-0.650158597878289
CE,2014,12,18.560000000000002,4.568181818181818,28.189285714285713,987.6,8.2,3.375,4,-0.6265255517300963
CE,2015,1,23.025000000000002,5.425,28.198214285714286,987.675,8.275,2.7928571428571427,4,-0.5427782889906673
CE,2015,2,106.85079365079365,9.527777777777779,27.708928571428572,987.155,8.275,2.24,4,1.0294906393887686
CE,2015,3,132.85,17.25,26.575,987.625,8.1,1.8250000000000002,4,1.5171417849976412
CE,2015,4,75.6,11.0,26.45,987.975,6.375,1.65,4,0.44333869612142307
CE,2015,5,71.8375,8.625,27.125,988.6,5.85,2.05,4,0.37276779442890323
CE,2015,6,33.206593406593406,4.384615384615385,26.470454545454544,990.2249999999999,7.125,2.5055555555555555,4,-0.35180839467308234
CE,2015,7,20.183333333333334,4.082142857142857,26.375833333333333,990.3356249999999,6.944102564102565,2.873333333333333,4,-0.5960776853963136
CE,2015,8,2.25,0.7884615384615384,27.166071428571428,989.9357142857143,7.071666666666667,3.1625,4,-0.9324422046483691
CE,2015,9,1.3222222222222222,0.5833333333333333,28.175,989.1,7.175,3.35,4,-0.949843962614631
CE,2015,10,4.1125,0.78125,28.53611111111111,988.3555555555555,7.7675,3.308333333333333,4,-0.8975084360364574
CE,2015,11,3.5500000000000003,0.25,29.025,986.9166666666666,7.75,3.352777777777778,4,-0.9080589030669005
CE,2015,12,24.6,3.5,29.25,987.95,7.75,3.2,4,-0.5132369813054263
CE,2016,1,107.30625,14.520833333333334,27.115909090909092,987.7125,7.323214285714286,1.7875,4,1.0380333544040712
CE,2016,2,97.76722222222222,9.566239316239315,27.24791666666667,987.51,7.3,1.62,4,0.8591156689428688
CE,2016,3,88.34,11.825,27.97142857142857,987.3625000000001,7.516666666666667,1.6910714285714286,4,0.6822950516198166
CE,2016,4,60.25,8.25,27.290384615384614,987.0173076923077,7.082142857142857,1.4557692307692307,4,0.15542817360177338
CE,2016,5,24.5,4.25,27.8,989.15,5.975,1.625,4,-0.5151126198886162
CE,2016,6,13.45,4.25,27.225,990.55,6.5,2.05,4,-0.7223706833311003
CE,2016,7,0.0,0.0,27.225,990.125,7.525,2.525,4,-0.974644072770142
CE,2016,8,1.0,0.5384615384615384,27.541071428571428,989.9857142857143,7.45,2.3874999999999997,4,-0.9558876869382429
CE,2016,9,2.932142857142857,0.8653846153846154,28.316071428571426,989.2733333333333,7.3,2.5816666666666666,4,-0.9196476700273238
CE,2016,10,0.6,0.5,29.1,987.225,7.85,2.7,4,-0.9633902412710025
CE,2016,11,0.1,0.5,29.425,986.4,7.4,2.825,4,-0.972768434186952
CE,2016,12,33.75,5.5,28.8,986.525,8.45,2.325,4,-0.34161605094355035
CE,2017,1,50.55,9.5,28.475,986.8499999999999,8.325,2.1,4,-0.02650876896764707
CE,2017,2,153.47857142857143,11.75,27.125,986.95,6.375,1.575,4,1.9040592298728152
CE,2017,3,130.1375,19.5,26.452083333333334,987.225,5.725,1.3704545454545454,4,1.466265088428615
CE,2017,4,104.81428571428572,11.638392857142858,26.33125,987.5208333333333,6.05,1.225,4,0.9912931107819014
CE,2017,5,47.5375,6.875,26.95,988.28,5.975,1.6166666666666667,4,-0.08301238128624276
CE,2017,6,22.15,5.5,26.525,989.4,6.6000000000000005,1.65,4,-0.5591901265935789
CE,2017,7,26.9,4.607142857142858,25.675,991.7,7.05,2.0,4,-0.4700972938920586
CE,2017,8,0.4285714285714286,0.6428571428571428,27.275,989.5227272727273,5.8,2.2750000000000004,4,-0.9666056216993281
CE,2017,9,0.2111111111111111,0.1111111111111111,27.756818181818183,989.3272727272727,6.449999999999999,2.7636363636363637,4,-0.9706843913167411
CE,2017,10,4.988888888888889,1.0,28.95,987.24375,6.175000000000001,2.625,4,-0.881070547897668
CE,2017,11,1.4000000000000001,2.0,28.7,986.45,6.225,2.475,4,-0.9483851326054834
CE,2017,12,15.45,3.270833333333333,28.679545454545455,986.565,6.675,2.1950000000000003,4,-0.6848579116673024
CE,2018,1,50.40625,8.770833333333334,27.865909090909092,986.9875,6.0,1.6375,4,-0.0292049994309825
CE,2018,2,156.13136363636363,13.138461538461538,26.797916666666666,986.785,5.575,1.27,4,1.953816024054021
CE,2018,3,92.205,11.166666666666666,26.875,987.0732142857142,5.0200000000000005,1.1375,4,0.7547884828601062
CE,2018,4,154.52532467532467,16.73125,25.876785714285713,987.8458333333333,4.6703125,0.83125,4,1.923692537639712
CE,2018,5,68.14375,7.375,25.825,988.784375,4.65,0.8875,4,0.30348639426232615
CE,2018,6,20.356593406593404,3.6538461538461537,25.870454545454542,990.175,4.619230769230769,1.2055555555555555,4,-0.5928279526129846
CE,2018,7,10.633333333333333,1.75,26.3075,990.465625,4.980769230769231,1.4249999999999998,4,-0.7752011700909491
CE,2018,8,12.1,1.25,27.35,992.125,5.55,1.575,4,-0.7476918042041639
CE,2018,9,0.0,0.0,28.325,990.375,5.375,1.9,4,-0.974644072770142
CE,2018,10,3.6,1.75,28.75,989.25,7.375,2.175,4,-0.9071210837753055
CE,2018,11,27.75,3.25,29.25,989.375,7.275,2.85,4,-0.45415436593494446
CE,2018,12,93.1,7.5,27.3,987.2365384615384,8.225,1.975,4,0.7715754481796557
CE,2019,1,76.15,12.5,27.275,990.575,7.05,1.6749999999999998,4,0.45365470832896776
CE,2019,2,148.10000000000002,17.0,26.9,989.5,6.975,1.375,4,1.8031766689341016
CE,2019,3,159.95,19.75,26.125,990.225,6.775,1.325,4,2.0254398410421044
CE,2019,4,127.9,18.357142857142858,26.125,990.575,5.0,1.025,4,1.4242976751297414
CE,2019,5,67.85,10.0,26.0,989.725,4.952500000000001,1.3416666666666668,4,0.2979767059242057
CE,2019,6,16.3,4.25,25.95,991.8,6.475,1.975,4,-0.668914983710188
CE,2019,7,17.083333333333332,4.0,26.125,990.575,6.95,3.05,4,-0.6542224814752005
CE,2019,8,0.37857142857142856,1.0,26.825,991.35,7.5,3.4749999999999996,4,-0.967543440990923
CE,2019,9,0.2111111111111111,0.1111111111111111,28.15681818181818,989.8522727272727,7.15,3.2636363636363637,4,-0.9706843913167411
CE,2019,10,6.804960317460317,1.81875,28.605341880341882,987.1262286324786,7.5,3.0583333333333336,4,-0.8470076114850942
CE,2019,11,14.07436507936508,2.5141774891774893,28.501866883116882,986.216858974359,7.11,3.1207722832722835,4,-0.7106598510025646
CE,2019,12,21.75,1.5,29.15,985.79,7.6,3.2700000000000005,4,-0.5666926809263385
CE,2020,1,122.50625,11.25,27.725,986.6875,6.9,2.3625,4,1.323130419048936
CE,2020,2,126.5,16.0,26.8,986.875,6.75,2.0,4,1.3980387349650827
CE,2020,3,197.38750000000002,18.75,26.352083333333333,986.7750000000001,6.0,1.5204545454545455,4,2.727632035623824
CE,2020,4,94.38246753246753,10.53125,26.53125,987.0916666666667,5.85,1.63125,4,0.7956299040355003
CE,2020,5,48.1375,11.4,26.111363636363635,988.205,6.7275,1.8416666666666668,4,-0.07175854978710332
CE,2020,6,24.286593406593404,6.609615384615385,25.595454545454544,988.9318181818182,6.159090909090909,2.2045454545454546,4,-0.5191153562936215
CE,2020,7,30.083333333333332,3.6,25.79159090909091,989.3269886363636,6.6886363636363635,2.6363636363636362,4,-0.41038946566051343
CE,2020,8,1.835,0.4034090909090909,26.882342657342658,988.9940909090909,6.829545454545455,2.9318181818181817,4,-0.9402261047686072
CE,2020,9,0.37222222222222223,0.35256410256410253,27.731818181818184,988.3068181818182,6.965909090909091,3.213636363636364,4,-0.9676625291549351
CE,2020,10,9.2875,1.3020833333333335,28.541880341880344,986.7709401709401,7.4925,3.2756410256410255,4,-0.8004441393563799
CE,2020,11,18.122222222222224,2.8106060606060606,28.667045454545455,985.8591666666666,7.61,3.302777777777778,4,-0.6347366806387276
CE,2020,12,30.883333333333333,3.9958333333333336,28.447045454545453,986.0675,7.663636363636364,3.3425000000000002,4,-0.3953843569949942
CE,2021,1,59.43680555555556,6.480555555555555,27.938636363636363,986.1829545454545,7.281818181818182,2.878409090909091,4,0.14017558484541667
CE,2021,2,96.52357142857143,9.75,27.286363636363635,986.14,6.913636363636363,2.485,4,0.8357892748170073
CE,2021,3,135.5925,14.325,26.577083333333334,986.35,6.009615384615385,1.9704545454545452,4,1.5685811731416244
CE,2021,4,141.28246753246754,12.888392857142858,26.25625,986.6708333333333,7.75,1.825,4,1.6753043995515637
CE,2021,5,62.60069444444444,8.191666666666666,25.78636363636364,987.864375,5.9525,1.9041666666666668,4,0.19951870557467483
CE,2021,6,8.505,2.625,26.295454545454547,988.7068181818182,5.859090909090909,2.1795454545454547,4,-0.8151210112698408
CE,2021,7,23.974999999999998,2.9,26.40909090909091,989.7363636363636,6.963636363636364,2.6863636363636365,4,-0.5249597224503633
CE,2021,8,2.0135714285714283,0.45535714285714285,27.647727272727273,989.0940909090909,6.9795454545454545,3.131818181818182,4,-0.9368767501557681
CE,2021,9,1.0833333333333333,0.6944444444444444,28.331818181818182,988.0818181818182,6.790909090909091,3.0386363636363636,4,-0.9543246547855846
CE,2021,10,10.426388888888889,2.00625,28.961111111111112,986.5555555555555,7.1175,2.4833333333333334,4,-0.7790826999367172
CE,2021,11,10.992222222222223,1.6083333333333334,29.0375,985.6091666666666,7.41,3.2527777777777778,4,-0.7684697116201675
CE,2021,12,37.593333333333334,3.7931818181818184,28.5925,985.3025,7.313636363636364,3.1725000000000003,4,-0.2695290080629518
CE,2022,1,86.23680555555556,11.730555555555554,26.747727272727275,986.6454545454546,6.681818181818182,1.9659090909090908,4,0.6428467251403102
CE,2022,2,108.69579365079365,9.027777777777779,27.184280303030306,986.215,6.638636363636364,2.1100000000000003,4,1.0640961712486223
CE,2022,3,149.6275,16.4,26.352083333333333,985.95,6.9096153846153845,1.7704545454545455,4,1.831827048292327
CE,2022,4,127.71428571428571,13.138392857142858,26.00625,986.4958333333334,6.45,1.6,4,1.4208143463323888
CE,2022,5,75.20069444444444,9.291666666666668,25.969055944055945,987.889375,5.711428571428572,1.7791666666666666,4,0.43584916705660226
CE,2022,6,28.469285714285714,5.894230769230769,25.46590909090909,989.4505681818182,5.653321678321678,2.00385101010101,4,-0.4406631655544285
CE,2022,7,27.55833333333333,4.875,25.93117424242424,990.0644886363636,6.763636363636364,2.4238636363636363,4,-0.4577493398860585
CE,2022,8,11.013571428571428,1.7962662337662336,26.534265734265734,989.6918181818182,7.4237762237762235,2.756818181818182,4,-0.768069277668677
CE,2022,9,2.7833333333333337,1.1944444444444444,27.638636363636362,988.8090909090909,7.3542424242424245,2.9022727272727273,4,-0.9224387988713564
CE,2022,10,5.301388888888889,1.5479166666666666,28.50534188034188,986.7493055555556,9.964166666666667,2.9833333333333334,4,-0.8752091773251996
CE,2022,11,50.37,5.358333333333333,27.91875,985.0051282051282,7.708214285714286,2.8797008547008547,4,-0.029884918417388887
CE,2022,12,31.293333333333333,5.793181818181818,27.806785714285713,984.9391666666667,7.46530303030303,2.7925,4,-0.3876942388039156
CE,2023,1,93.18055555555557,11.230555555555554,27.370941558441558,985.5454545454545,7.613068181818182,2.3837662337662335,4,0.7730863792605591
CE,2023,2,150.28715728715727,12.027777777777779,26.945292207792207,985.33,7.166761363636364,2.04,4,1.8441998348870725
CE,2023,3,165.6725,15.4,26.22142857142857,985.6625,6.441666666666666,1.9660714285714285,4,2.132773258965147
CE,2023,4,148.8642857142857,13.138392857142858,26.040384615384614,985.3923076923077,7.157142857142857,1.6557692307692307,4,1.8175119066770524
CE,2023,5,35.394444444444446,6.691666666666666,26.448214285714286,986.7946428571429,6.5339285714285715,2.0196428571428573,4,-0.31077221646442754
CE,2023,6,28.955000000000002,5.625,26.3625,988.34375,6.7214285714285715,2.54375,4,-0.4315529210075061
CE,2023,7,17.875,3.4,26.539583333333333,989.1625,7.194230769230769,2.7625,4,-0.6393736760249471
CE,2023,8,1.0235714285714286,0.7053571428571428,27.461538461538463,988.0727272727272,7.194230769230769,3.05,4,-0.9554455721293481
CE,2023,9,1.8722222222222222,0.4487179487179487,28.275,986.925,7.475,3.575,4,-0.9395279504070866
CE,2023,10,4.1125,0.78125,28.95,985.525,7.6,3.525,4,-0.8975084360364574
CE,2023,11,11.572222222222223,3.0833333333333335,29.025,985.1,7.675000000000001,3.55,4,-0.7575910078376662
CE,2023,12,39.63333333333333,4.725,29.15,984.825,7.6499999999999995,3.2,4,-0.2312659809658779
CE,2024,1,54.35555555555556,5.805555555555555,28.3,986.125,6.9,2.775,4,0.04486969933707988
CE,2024,2,157.35079365079366,12.277777777777779,27.7,986.1,7.8500000000000005,2.45,4,1.9766881238996687
CE,2024,3,173.2225,16.15,26.975,986.0,6.7,1.825,4,2.274383971995984
CE,2024,4,204.6142857142857,15.388392857142858,26.6,986.15,6.675,1.65,4,2.863180416805422
CE,2024,5,52.300694444444446,7.441666666666666,26.861363636363638,985.964375,5.9525,1.9291666666666667,4,0.006327931506115093
CE,2024,6,31.269285714285715,6.625,26.320454545454545,987.4568181818182,5.959090909090909,2.38510101010101,4,-0.38814528522511127
CE,2024,7,18.758333333333333,3.125,26.33409090909091,988.6269886363636,7.038636363636363,2.911363636363636,4,-0.6228055352067697
CE,2024,8,2.0135714285714283,0.5462662337662337,26.957342657342657,988.1190909090909,7.16525974025974,3.181818181818182,4,-0.9368767501557681
CE,2024,9,1.1333333333333333,0.7136752136752136,27.78538961038961,986.9175324675325,7.390909090909091,3.395779220779221,4,-0.9533868354939897
CE,2024,10,10.376388888888888,1.5270833333333333,28.316880341880342,985.6709401709402,7.951428571428572,3.375641025641025,4,-0.7800205192283121
CE,2024,11,10.992222222222223,2.085606060606061,28.417045454545455,984.4841666666666,7.895714285714286,3.3777777777777778,4,-0.7684697116201675
CE,2024,12,39.49333333333333,4.543181818181818,28.372045454545454,984.5675,8.338636363636365,3.1675,4,-0.23389187498234376
DF,2010,1,135.5,16.5,22.25,892.7,6.55,2.05,2,0.1485471306437643
DF,2010,2,170.38125000000002,9.0,22.221875,892.8,6.15,2.13125,2,0.4511307058516922
DF,2010,3,218.3,19.0,22.25,892.35,5.65,2.0999999999999996,2,0.8668103817375874
DF,2010,4,165.7,7.0,21.4,893.55,5.5,2.2,2,0.4105223744002069
DF,2010,5,26.1,4.5,21.1,893.6,6.05,2.0,2,-0.8004625272024221
DF,2010,6,0.3,0.5,19.25,896.3,6.65,2.256666666666667,2,-1.0242691923983234
DF,2010,7,0.0,0.16666666666666666,19.35,896.65,6.65,2.5533333333333337,2,-1.0268715954819967
DF,2010,8,0.5,1.0,20.45,896.05,6.5,2.8499999999999996,2,-1.022534257009208
DF,2010,9,3.2,1.0,23.15,894.0,6.199999999999999,3.0,2,-0.9991126292561484
DF,2010,10,143.1,16.5,22.95,892.05,6.800000000000001,2.1,2,0.21447467543015378
DF,2010,11,256.8,21.5,21.0,891.05,6.3,2.0,2,1.2007854441423238
DF,2010,12,318.1,23.5,21.45,889.85,6.5,2.0,2,1.732543140906229
DF,2011,1,168.7,18.5,21.55,890.95,6.8,2.35,2,0.4365464052369396
DF,2011,2,167.3,17.5,21.6,892.0,6.0,1.85,2,0.4244018575131312
DF,2011,3,245.1,23.5,21.4,891.55,6.2,2.05,2,1.099291723879066
DF,2011,4,72.6,8.5,21.4,893.4000000000001,5.699999999999999,2.3,2,-0.39709004923306507
DF,2011,5,9.1,2.0,20.1,894.2,5.65,2.3,2,-0.9479320352772409
DF,2011,6,3.3,2.0,19.15,895.25,6.0,2.2,2,-0.9982451615615907
DF,2011,7,0.0,0.0,19.35,895.55,6.85,2.55,2,-1.0268715954819967
DF,2011,8,0.0,0.85,21.7,895.2,6.85,2.6500000000000004,2,-1.0268715954819967
DF,2011,9,7.0,2.0,22.7,895.0999999999999,7.05,2.85,2,-0.9661488568629537
DF,2011,10,248.5,22.0,20.8,892.0,6.949999999999999,2.25,2,1.1287856254940298
DF,2011,11,323.5,19.0,20.65,891.75,6.4,2.3,2,1.7793863964123477
DF,2011,12,307.9,22.5,20.9,891.55,6.85,2.1,2,1.6440614360613375
DF,2012,1,275.5,24.0,20.5,892.35,7.4,2.0999999999999996,2,1.3630019030246243
DF,2012,2,82.8,13.5,21.35,892.5999999999999,6.8,2.15,2,-0.3086083443881738
DF,2012,3,180.39999999999998,15.5,21.799999999999997,893.05,5.45,2.0,2,0.5380401255001971
DF,2012,4,114.4,9.5,22.0,893.0999999999999,5.35,1.9500000000000002,2,-0.03448855290792243
DF,2012,5,44.1,7.5,19.65,895.0,5.95,2.4,2,-0.6443183421820258
DF,2012,6,1.2,1.0,20.049999999999997,895.8,5.85,2.2,2,-1.0164619831473036
DF,2012,7,0.1,0.5,19.45,895.9000000000001,6.65,2.45,2,-1.026004127787439
DF,2012,8,0.0,1.35,19.7,897.15,6.95,3.35,2,-1.0268715954819967
DF,2012,9,21.5,3.0,23.25,895.2,6.25,2.6500000000000004,2,-0.8403660411520789
DF,2012,10,76.8,7.5,23.7,892.45,6.4,2.5,2,-0.36065640606163923
DF,2012,11,361.5,22.5,21.35,891.15,6.15,2.05,2,2.1090241203442956
DF,2012,12,138.2,19.0,22.4,891.75,6.05,1.9500000000000002,2,0.17196875839682363
DF,2013,1,338.7785714285714,20.0,21.25,892.35,7.550000000000001,2.05,2,1.9119230677451362
DF,2013,2,148.6,9.5,22.65,892.5,5.35,2.05,2,0.26218539863083046
DF,2013,3,186.3,17.0,22.15,892.9000000000001,5.5,2.0,2,0.589220719479105
DF,2013,4,89.2,12.0,20.9,893.95,5.8,2.0,2,-0.2530904119364773
DF,2013,5,23.200000000000003,3.0,20.4,894.7,5.55,2.15,2,-0.825619090344597
DF,2013,6,27.1,3.5,19.9,895.5999999999999,5.5,2.2,2,-0.7917878502568444
DF,2013,7,0.0,0.0,19.450000000000003,896.35,6.1,2.4,2,-1.0268715954819967
DF,2013,8,0.5,0.5,20.8,895.4000000000001,5.95,2.75,2,-1.022534257009208
DF,2013,9,52.6,5.0,22.25,894.4000000000001,7.0,2.85,2,-0.5705835881446164
DF,2013,10,117.7,14.5,22.0,893.25,5.699999999999999,2.4,2,-0.00586211898751647
DF,2013,11,220.7,17.5,21.65,891.5,5.75,2.15,2,0.8876296064069733
DF,2013,12,335.79999999999995,27.5,21.299999999999997,890.95,6.25,2.1,2,1.8860849228429515
DF,2014,1,130.7,11.5,22.0,893.5,6.5,2.2,2,0.10690868130499184
DF,2014,2,141.39999999999998,12.5,21.75,892.5999999999999,5.75,2.2,2,0.19972772462267177
DF,2014,3,344.1,24.5,21.2,893.2,6.9,1.9,2,1.958084741491246
DF,2014,4,185.6,16.0,21.35,893.7,5.15,1.85,2,0.5831484456172006
DF,2014,5,3.3,1.5,20.15,894.5,5.1,1.9,2,-0.9982451615615907
DF,2014,6,7.1,2.5,19.2,895.8,5.35,1.9500000000000002,2,-0.965281389168396
DF,2014,7,4.1,2.0,18.75,897.55,5.6,2.15,2,-0.9913054200051288
DF,2014,8,0.0,0.0,20.85,896.15,6.15,2.3,2,-1.0268715954819967
DF,2014,9,13.473333333333334,2.533333333333333,23.86969696969697,897.9606060606061,7.587878787878789,2.7181818181818183,3,-0.9099947814352483
DF,2014,10,108.51851851851852,9.333333333333334,23.766666666666666,896.9666666666667,7.466666666666666,2.533333333333333,3,-0.0855085047211713
DF,2014,11,209.20000000000002,22.666666666666668,22.0,895.8000000000001,6.266666666666667,1.9666666666666668,3,0.7878708215328315
DF,2014,12,317.06666666666666,23.333333333333332,21.400000000000002,896.4333333333334,7.3,2.1999999999999997,3,1.7235793080624653
DF,2015,1,79.86666666666667,11.0,22.933333333333334,897.4,8.066666666666666,2.0,3,-0.33405406342853455
DF,2015,2,145.26666666666668,14.333333333333334,21.900000000000002,896.9666666666667,6.733333333333333,2.233333333333333,3,0.2332698088122387
DF,2015,3,274.4666666666667,23.0,21.03333333333333,897.0,5.8999999999999995,1.7,3,1.354038070180861
DF,2015,4,230.4,21.0,21.666666666666668,897.3666666666667,5.433333333333334,1.6666666666666667,3,0.971773972779076
DF,2015,5,42.06666666666666,8.0,20.066666666666666,899.0037037037036,6.566666666666666,2.1666666666666665,3,-0.6619568519713669
DF,2015,6,0.0,0.0,19.333333333333332,900.57,7.233333333333333,2.5,3,-1.0268715954819967
DF,2015,7,1.4000000000000001,1.3333333333333333,19.900000000000002,900.2666666666668,6.5,2.3666666666666667,3,-1.014727047758188
DF,2015,8,1.7666666666666666,0.5666666666666667,20.96666666666667,899.5666666666666,7.366666666666667,2.733333333333333,3,-1.011546332878143
DF,2015,9,25.11904761904762,5.666666666666667,24.333333333333332,897.5799999999999,6.866666666666667,2.388888888888889,3,-0.8089719722061791
DF,2015,10,74.26666666666667,8.0,25.333333333333332,896.9,7.733333333333333,2.4,3,-0.38263225432376907
DF,2015,11,148.20000000000002,17.666666666666668,23.566666666666666,895.6333333333333,7.3,2.0,3,0.2587155278525996
DF,2015,12,177.79999999999998,18.333333333333332,23.233333333333334,897.2666666666668,6.633333333333333,2.0,3,0.5154859654416954
DF,2016,1,375.06666666666666,27.333333333333332,21.766666666666666,895.7666666666668,6.533333333333334,2.233333333333333,3,2.2267105709059645
DF,2016,2,81.53333333333335,10.666666666666666,23.166666666666668,897.5333333333333,6.833333333333333,1.9666666666666668,3,-0.31959626851923856
DF,2016,3,113.46666666666665,14.333333333333334,22.733333333333334,898.1999999999999,6.066666666666666,1.9000000000000001,3,-0.04258491805712832
DF,2016,4,76.22666666666667,4.8125,23.03333333333333,897.7666666666668,6.866666666666667,2.1333333333333333,3,-0.36562988751043696
DF,2016,5,16.288888888888888,2.766666666666667,21.733333333333334,899.4037037037036,6.066666666666666,2.03,3,-0.8855707465684776
DF,2016,6,0.6666666666666666,1.0,20.0,900.8000000000001,6.8,2.1666666666666665,3,-1.0210884775182782
DF,2016,7,0.0,0.0,20.400000000000002,900.2333333333332,7.1000000000000005,2.3333333333333335,3,-1.0268715954819967
DF,2016,8,13.133333333333333,3.6666666666666665,21.8,899.3000000000001,7.3999999999999995,2.433333333333333,3,-0.9129441715967446
DF,2016,9,37.46666666666667,5.666666666666667,23.833333333333332,898.2333333333332,7.400000000000001,2.5666666666666664,3,-0.7018603659210236
DF,2016,10,119.06666666666666,13.333333333333334,23.333333333333332,896.3333333333334,7.5,2.2666666666666666,3,0.005993272838106155
DF,2016,11,208.96888888888887,20.0,21.96666666666667,895.7333333333332,7.8,2.233333333333333,3,0.7858660073054088
DF,2016,12,170.46666666666667,15.333333333333334,22.266666666666666,896.3000000000001,7.3999999999999995,2.3333333333333335,3,0.4518716678407934
DF,2017,1,152.79999999999998,15.666666666666666,22.400000000000002,896.6333333333333,8.1,1.8666666666666665,3,0.2986190418022561
DF,2017,2,230.23624999999998,15.5,21.675,896.9888888888888,7.05,2.033333333333333,4,0.9703534944292374
DF,2017,3,155.45,13.75,22.35,897.175,6.444444444444445,1.803125,4,0.3216069357080367
DF,2017,4,37.9,7.25,22.425,897.9749999999999,6.247222222222222,2.04375,4,-0.6981013392446068
DF,2017,5,40.9,7.75,20.95,899.025,6.3,2.05,4,-0.672077308407874
DF,2017,6,0.0,0.4821428571428571,19.675,900.55,7.35,2.475,4,-1.0268715954819967
DF,2017,7,0.0,0.0,18.085,900.68,8.127500000000001,3.075,5,-1.0268715954819967
DF,2017,8,1.431111111111111,1.1495238095238096,21.96,897.5,7.540000000000001,2.6,5,-1.0144571689198814
DF,2017,9,15.251428571428571,1.72,22.16,898.0799999999999,7.68,3.38,5,-0.8945703796663022
DF,2017,10,48.95111111111111,5.6,24.638181818181817,894.86,7.8,2.84,5,-0.6022365204660352
DF,2017,11,285.52,21.4,21.88,893.82,7.840000000000001,2.26,5,1.4499221660193113
DF,2017,12,270.57428571428574,19.8,21.7,893.9799999999999,6.480000000000001,1.9657142857142857,5,1.3202729228698367
DF,2018,1,122.16,17.8,22.02,894.86,6.8,2.04,5,0.03282694018975945
DF,2018,2,189.44,18.4,21.740000000000002,894.3399999999999,6.839999999999999,2.1,5,0.6164592050882185
DF,2018,3,216.2,19.8,22.14,894.8799999999999,6.4799999999999995,1.86,5,0.8485935601518743
DF,2018,4,116.23600000000002,11.0,20.84,896.8,6.74,2.2,5,-0.0185618460358419
DF,2018,5,21.72,1.4,19.94,897.9399999999999,6.62,2.32,5,-0.8384576122240519
DF,2018,6,0.0,0.47142857142857136,19.7,898.9399999999999,6.6,2.18,5,-1.0268715954819967
DF,2018,7,0.0,0.0,19.56,898.82,6.76,2.3,5,-1.0268715954819967
DF,2018,8,22.44,4.6,21.8,898.2,7.74,2.34,5,-0.8322118448232361
DF,2018,9,41.72,5.4,23.46,895.4399999999999,6.459999999999999,2.32,5,-0.6649640733125004
DF,2018,10,190.35999999999999,15.4,23.34,894.7,6.1,1.9600000000000002,5,0.6244399078781497
DF,2018,11,344.88,22.6,21.259999999999998,894.5,6.82,2.08,5,1.9648509895087962
DF,2018,12,160.88,16.2,21.96,895.4799999999999,6.540000000000001,2.08,5,0.36871043152252303
DF,2019,1,123.65142857142857,9.6,22.86,896.2450000000001,7.32,2.0475000000000003,5,0.04576460123430657
DF,2019,2,174.95999999999998,18.4,22.5,895.32,6.76,1.8399999999999999,5,0.4908498829162551
DF,2019,3,232.08,21.0,21.98,896.0200000000001,6.340000000000001,1.86,5,0.9863474300476464
DF,2019,4,222.64000000000001,15.2,21.84,896.1,6.26,1.56,5,0.904458479681394
DF,2019,5,79.47999999999999,5.4,21.46,896.74,5.3,1.8199999999999998,5,-0.3374082718474914
DF,2019,6,2.56,1.0,19.54,899.3799999999999,7.08,2.42,5,-1.0046644225013182
DF,2019,7,0.0,0.0,19.22,898.96,7.159999999999999,2.48,5,-1.0268715954819967
DF,2019,8,0.04,1.082857142857143,21.6,899.4799999999999,8.4,2.7600000000000002,5,-1.0265246084041735
DF,2019,9,4.2,2.6,24.6,896.68,7.26,2.6399999999999997,5,-0.9904379523105709
DF,2019,10,72.4,11.4,24.46,894.8799999999999,6.4,2.2800000000000002,5,-0.39882498462218047
DF,2019,11,186.92000000000002,17.8,22.98,893.8799999999999,7.279999999999999,2.0200000000000005,5,0.5945990191853632
DF,2019,12,256.505,15.2,22.759999999999998,894.5799999999999,7.24,2.06,5,1.1982264144433783
DF,2020,1,411.12,20.8,22.419999999999998,894.5200000000001,7.0,2.16,5,2.5394615903838544
DF,2020,2,318.68,21.6,21.94,895.6200000000001,6.540000000000001,1.8199999999999998,5,1.7375744535346638
DF,2020,3,305.09333333333336,18.4,21.86,895.36,5.76,2.0,5,1.6197145094340835
DF,2020,4,208.16,13.4,21.6,896.82,6.340000000000001,1.98,5,0.7788491575094306
DF,2020,5,27.493333333333332,4.2,19.54,898.04,5.779999999999999,1.94,5,-0.7883758106582508
