codigo_estacao,nome_estacao,estado_uf,latitude,longitude,altitude,data_inicio_operacao,situacao_status,tipo_estacao,entidade_responsavel,eh_capital,codigo_distrito,codigo_oscar,codigo_wsi
A550,ITAOBIM,MG,-16.57555554,-41.48555555,271.63,2007-09-04T21:00:00.000-03:00,Pane,Automatica,INMET,N,05,0-2000-0-86742,0-76-0-3133303000000251
A015,ITAPACI,GO,-14.97972221,-49.53944444,551,2007-02-02T21:00:00.000-03:00,Pane,Automatica,INMET,N,10,0-2000-0-86689,0-76-0-5210901000000173
A446,ITAPETINGA,BA,-15.24472221,-40.22944443,271.48,2009-06-24T21:00:00.000-03:00,Pane,Automatica,INMET,,04,0-2000-0-86723,0-76-0-2916401000000450
A714,ITAPEVA,SP,-23.98194443,-48.88583333,743.33,2006-07-24T21:00:00.000-03:00,Operante,Automatica,INMET,N,07,0-2000-0-86905,0-76-0-3522406000000090
A359,ITAPIPOCA,CE,-3.48416666,-39.5886111,104.49,2008-09-04T21:00:00.000-03:00,Pane,Automatica,INMET,N,03,0-2000-0-81756,0-76-0-2306405000000421
A739,ITAPIRA,SP,-22.415,-46.80527777,634.89,2007-11-04T21:00:00.000-03:00,Operante,Automatica,INMET,N,07,0-2000-0-86869,0-76-0-3522604000000263
A851,ITAPOA,SC,-26.08138888,-48.64166666,6.18,2007-06-05T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,0-2000-0-86947,0-76-0-4208450000000210
S710,ITAPORA,MS,-22.09277777,-54.79888888,360,2018-02-25T21:00:00.000-03:00,Operante,Automatica,SEMADESC-MS,N,38,0-2000-0-84839,0-76-0-5004502000000008
A373,ITAPORANGA,PB,-7.31833332,-38.14083333,292,2017-11-02T21:00:00.000-03:00,Pane,Automatica,INMET,N,03,0-2000-0-81907,0-76-0-2507002000000567
B850,ITAQUI,RS,-29.15555555,-56.55555555,71,2026-01-27T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,,0-76-0-4310603000000657
A752,ITAQUIRAI,MS,-23.44944444,-54.18194443,337.82,2008-05-27T21:00:00.000-03:00,Pane,Automatica,INMET,,07,0-2000-0-86896,0-76-0-5004601000000367
A251,ITAUBAL,AP,0.56777777,-50.8236111,21,2017-08-23T21:00:00.000-03:00,Pane,Automatica,INMET,N,02,0-2000-0-81636,0-76-0-1600253000000554
A933,ITIQUIRA,MT,-17.17499999,-54.50166666,593.12,2008-08-13T21:00:00.000-03:00,Operante,Automatica,INMET,,09,0-2000-0-86748,0-76-0-5104609000000414
A407,ITIRUCU,BA,-13.52777777,-40.11972221,757.42,2003-02-08T22:00:00.000-02:00,Pane,Automatica,INMET,N,04,0-2000-0-86674,0-76-0-2916906000000053
A512,ITUIUTABA,MG,-18.95277777,-49.52499999,540.08,2006-05-11T21:00:00.000-03:00,Operante,Automatica,INMET,N,05,0-2000-0-86775,0-76-0-3134202000000076
A035,ITUMBIARA,GO,-18.40972222,-49.19194444,491.17,2007-10-31T21:00:00.000-03:00,Operante,Automatica,INMET,N,10,0-2000-0-86774,0-76-0-5211503000000261
A863,ITUPORANGA,SC,-27.41833332,-49.64694444,479.79,2008-03-03T21:00:00.000-03:00,Operante,Automatica,INMET,,08,0-2000-0-86957,0-76-0-4208500000000303
A753,ITUVERAVA,SP,-20.35972222,-47.77527777,610.58,2008-07-16T21:00:00.000-03:00,Operante,Automatica,INMET,,07,0-2000-0-86817,0-76-0-3524105000000403
A818,IVAI,PR,-25.01083333,-50.85388888,803.58,2006-07-10T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,0-2000-0-86930,0-76-0-4111407000000082
A709,IVINHEMA,MS,-22.30055555,-53.82277777,377.36,2003-02-07T22:00:00.000-02:00,Operante,Automatica,INMET,N,07,0-2000-0-86860,0-76-0-5004700000000052
A440,JACOBINA,BA,-11.205,-40.465,440.78,2008-04-30T21:00:00.000-03:00,Pane,Automatica,INMET,,04,0-2000-0-86636,0-76-0-2917508000000357
A836,JAGUARAO,RS,-32.53472221,-53.37583332,31.48,2007-01-08T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,0-2000-0-86996,0-76-0-4311007000000169
A358,JAGUARIBE,CE,-5.90555555,-38.62777777,149.31,2008-09-09T21:00:00.000-03:00,Pane,Automatica,INMET,N,03,0-2000-0-81833,0-76-0-2306900000000426
A339,JAGUARUANA,CE,-4.83777777,-37.69972221,12,2007-11-09T21:00:00.000-03:00,Operante,Automatica,INMET,,03,0-2000-0-81798,0-76-0-2307007000000269
A733,JALES,SP,-20.165,-50.59499999,460.44,2007-08-21T21:00:00.000-03:00,Operante,Automatica,INMET,N,07,0-2000-0-86814,0-76-0-3524808000000242
A559,JANUARIA,MG,-15.44805555,-44.36638888,468,2016-06-22T21:00:00.000-03:00,Operante,Automatica,INMET,N,05,0-2000-0-86710,0-76-0-3135209000000521
A871,JAPIRA,PR,-23.77333332,-50.18055554,692.88,2008-02-28T21:00:00.000-03:00,Operante,Automatica,INMET,,08,0-2000-0-86902,0-76-0-4109708000000297
A758,JARDIM,MS,-21.4786111,-56.13777777,252.47,2011-08-03T21:00:00.000-03:00,Operante,Automatica,INMET,,07,0-2000-0-86835,0-76-0-5005004000000474
A016,JATAI,GO,-17.9236111,-51.71749999,670.08,2007-05-22T21:00:00.000-03:00,Operante,Automatica,INMET,N,10,0-2000-0-86752,0-76-0-5211909000000190
A450,JEREMOABO,BA,-10.08083332,-38.34583333,261,2015-08-12T21:00:00.000-03:00,Pane,Automatica,INMET,N,04,0-2000-0-86605,0-76-0-2918100000000499
A841,JOACABA,SC,-27.16916666,-51.55888888,767.63,2007-09-19T21:00:00.000-03:00,Pane,Automatica,INMET,N,08,0-2000-0-86955,0-76-0-4209003000000254
A320,JOAO PESSOA,PB,-7.14083333,-34.85083333,43,2007-07-20T21:00:00.000-03:00,Pane,Automatica,INMET,N,03,0-2000-0-81918,0-76-0-2507507000000234
A553,JOAO PINHEIRO,MG,-17.78444444,-46.11944443,877.05,2007-07-06T21:00:00.000-03:00,Operante,Automatica,INMET,N,05,0-2000-0-86758,0-76-0-3136306000000221
A821,JOAQUIM TAVORA,PR,-23.50527777,-49.94638888,512.67,2006-11-22T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,0-2000-0-86903,0-76-0-4112801000000144
B835,JOIA,RS,-28.65027777,-54.11277777,0,2025-10-12T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,,0-76-0-4311155000000632
A735,JOSE BONIFACIO,SP,-21.08555555,-49.92027777,408.35,2007-09-02T21:00:00.000-03:00,Operante,Automatica,INMET,N,07,0-2000-0-86839,0-76-0-3525706000000249
A914,JUARA,MT,-11.28027777,-57.52666666,263.43,2006-11-01T21:00:00.000-03:00,Pane,Automatica,INMET,N,09,0-2000-0-86625,0-76-0-5105101000000134
A920,JUINA,MT,-11.37499999,-58.77472221,365.39,2006-11-23T21:00:00.000-03:00,Pane,Automatica,INMET,N,09,0-2000-0-86624,0-76-0-5105150000000145
A518,JUIZ DE FORA,MG,-21.76999999,-43.36444444,936.88,2007-05-25T21:00:00.000-03:00,Operante,Automatica,INMET,N,05,0-2000-0-86851,0-76-0-3136702000000196
A749,JUTI,MS,-22.85722222,-54.60555555,375.18,2008-06-15T21:00:00.000-03:00,Pane,Automatica,INMET,,07,0-2000-0-86859,0-76-0-5005152000000384
A111,LABREA,AM,-7.26055555,-64.7886111,61.91,2008-07-26T21:00:00.000-03:00,Pane,Automatica,INMET,,01,0-2000-0-81888,0-76-0-1302405000000412
A865,LAGES,SC,-27.80222222,-50.33555555,952.7,2014-11-05T21:00:00.000-03:00,Operante,Automatica,INMET,,08,0-2000-0-86932,0-76-0-4209300000000497
A055,LAGOA DA CONFUSAO,TO,-10.828286,-49.847882,178,2016-11-14T21:00:00.000-03:00,Operante,Automatica,INMET,N,10,0-2000-0-86602,0-76-0-1711902000000531
A844,LAGOA VERMELHA,RS,-28.22249999,-51.51277777,833.83,2007-03-01T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,0-2000-0-86965,0-76-0-4311304000000175
S711,LAGUNA CARAPA,MS,-22.57527777,-55.16027777,499,2018-04-11T21:00:00.000-03:00,Operante,Automatica,SEMADESC-MS,N,38,0-2000-0-84840,0-76-0-5005251000000015
B804,LARANJEIRAS DO SUL,PR,-25.37138888,-52.40083333,889,2016-08-06T21:00:00.000-03:00,Pane,Automatica,INMET,N,08,0-2000-0-86949,0-76-0-4113304000000525
B853,LAVRAS DO SUL,RS,-30.7886111,-53.89416666,390,2026-04-29T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,,0-76-0-4311502000000665
A425,LENCOIS,BA,-12.55777777,-41.38888888,438.09,2008-04-04T21:00:00.000-03:00,Pane,Automatica,INMET,N,04,0-2000-0-86654,0-76-0-2900702000000328
A614,LINHARES,ES,-19.35694444,-40.0686111,40,2006-10-26T21:00:00.000-03:00,Operante,Automatica,INMET,N,06,0-2000-0-86805,0-76-0-3203205000000128
A727,LINS,SP,-21.66611111,-49.73472221,460.65,2006-09-19T21:00:00.000-03:00,Pane,Automatica,INMET,N,07,0-2000-0-86840,0-76-0-3527108000000105
A955,LUCAS DO RIO VERDE,MT,-13.07499999,-55.91138888,393,2025-12-02T21:00:00.000-03:00,Operante,Automatica,INMET,N,09,,0-76-0-5105259000000646
A404,LUIS EDUARDO MAGALHAES,BA,-12.08499999,-45.70527777,748,2002-04-17T21:00:00.000-03:00,Operante,Automatica,INMET,N,04,0-2000-0-86651,0-76-0-2903201000000021
A012,LUZIANIA,GO,-16.26055555,-47.96694443,1000.82,2006-10-20T21:00:00.000-03:00,Operante,Automatica,INMET,N,10,0-2000-0-86736,0-76-0-5212501000000120
A866,Laguna  - Farol de Santa Marta,SC,-28.60444444,-48.81333333,34.36,2008-05-31T21:00:00.000-03:00,Pane,Automatica,INMET,N,08,0-2000-0-86972,0-76-0-4209409000000373
A608,MACAE,RJ,-22.3761111,-41.81194444,28,2006-09-21T21:00:00.000-03:00,Operante,Automatica,INMET,N,06,0-2000-0-86891,0-76-0-3302403000000106
A412,MACAJUBA,BA,-12.13166666,-40.35416666,360,2003-02-02T22:00:00.000-02:00,Pane,Automatica,INMET,N,04,0-2000-0-86655,0-76-0-2919603000000049
B851,MACAMBARA,RS,-29.15527777,-56.1786111,95,2026-04-28T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,,0-76-0-4311718000000658
A249,MACAPA,AP,0.03499999,-51.08888888,16.62,2013-12-11T21:00:00.000-03:00,Operante,Automatica,INMET,,02,0-2000-0-81638,0-76-0-1600303000000495
A317,MACAU,RN,-5.15111111,-36.57305554,17.37,2007-01-05T21:00:00.000-03:00,Operante,Automatica,INMET,N,03,0-2000-0-81836,0-76-0-2407203000000167
A303,MACEIO,AL,-9.55111111,-35.77027777,84.12,2003-02-24T21:00:00.000-03:00,Operante,Automatica,INMET,N,03,0-2000-0-81998,0-76-0-2700508000000061
A567,MACHADO,MG,-21.68083332,-45.94444444,969,2017-07-20T21:00:00.000-03:00,Operante,Automatica,INMET,N,05,0-2000-0-84815,0-76-0-3139003000000552
A864,MAJOR VIEIRA,SC,-26.3936111,-50.36333333,799.58,2009-02-08T21:00:00.000-03:00,Operante,Automatica,INMET,,08,0-2000-0-86942,0-76-0-4210308000000442
A820,MAL. CANDIDO RONDON,PR,-24.53333333,-54.01916666,392.07,2006-11-17T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,0-2000-0-86916,0-76-0-4114609000000140
A119,MANACAPURU,AM,-3.29472221,-60.62833332,36.57,2008-04-09T21:00:00.000-03:00,Operante,Automatica,INMET,,01,0-2000-0-81729,0-76-0-1302504000000331
A101,MANAUS,AM,-3.10333333,-60.01638888,61.25,2000-05-08T21:00:00.000-03:00,Operante,Automatica,INMET,N,01,0-2000-0-81730,0-76-0-1302603000000003
A556,MANHUACU,MG,-20.26333333,-42.18277777,819.47,2010-09-24T21:00:00.000-03:00,Operante,Automatica,INMET,,05,0-2000-0-86825,0-76-0-3139409000000467
A133,MANICORE,AM,-5.7886111,-61.28833333,40.64,2011-12-11T22:00:00.000-02:00,Operante,Automatica,INMET,,01,0-2000-0-81810,0-76-0-1302702000000479
A540,MANTENA,MG,-18.78055554,-40.98638888,254.91,2007-07-31T21:00:00.000-03:00,Operante,Automatica,INMET,N,05,0-2000-0-86784,0-76-0-3139607000000238
A240,MARABA,PA,-5.36638888,-49.05111111,116.58,2009-06-24T21:00:00.000-03:00,Pane,Automatica,INMET,,02,0-2000-0-81820,0-76-0-1504208000000449
A731,MARACAJU,MS,-21.60916666,-55.17749999,388.94,2006-12-14T21:00:00.000-03:00,Operante,Automatica,INMET,N,07,0-2000-0-86834,0-76-0-5005400000000156
A438,MARAU,BA,-13.90694444,-38.97222221,6.24,2008-06-21T21:00:00.000-03:00,Pane,Automatica,INMET,,04,0-2000-0-86677,0-76-0-2920700000000387
A946,MARCELANDIA,MT,-11.08499999,-54.51388888,291,2025-12-13T21:00:00.000-03:00,Operante,Automatica,INMET,N,09,,0-76-0-5105580000000652
A137,MARECHAL THAUMATURGO,AC,-8.95,-72.78666666,220.98,2009-10-26T21:00:00.000-03:00,Pane,Automatica,INMET,,01,0-2000-0-81922,0-76-0-1200351000000456
A531,MARIA DA FE,MG,-22.31444444,-45.37305554,1281.43,2006-11-30T21:00:00.000-03:00,Operante,Automatica,INMET,N,05,0-2000-0-86871,0-76-0-3139904000000151
A041,MARIANOPOLIS DO TO,TO,-9.57638888,-49.72333332,186.69,2012-11-23T21:00:00.000-03:00,Operante,Automatica,INMET,N,10,0-2000-0-81983,0-76-0-1712504000000488
A632,MARILANDIA,ES,-19.40722222,-40.53972221,95,2017-03-21T21:00:00.000-03:00,Operante,Automatica,INMET,N,06,0-2000-0-84810,0-76-0-3203353000000542
A763,MARILIA,SP,-22.23527777,-49.965,660,2017-05-14T21:00:00.000-03:00,Operante,Automatica,INMET,N,07,0-2000-0-84813,0-76-0-3529005000000547
A835,MARINGA,PR,-23.40527777,-51.93277777,548.51,2006-11-20T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,0-2000-0-86899,0-76-0-4115200000000142
A040,MATEIROS,TO,-10.43444444,-45.92194443,791,2012-10-24T21:00:00.000-03:00,Operante,Automatica,INMET,N,10,0-2000-0-86608,0-76-0-1712702000000486
A122,MAUES,AM,-3.39888888,-57.67388888,25.49,2008-04-21T21:00:00.000-03:00,Pane,Automatica,INMET,N,01,0-2000-0-81734,0-76-0-1302900000000345
A209,MEDICILANDIA,PA,-3.51083333,-52.96333333,251.68,2008-02-16T21:00:00.000-03:00,Pane,Automatica,INMET,N,02,0-2000-0-81739,0-76-0-1504455000000289
A246,MINA DO PALITO,PA,-6.31999999,-55.78777777,259.88,2010-09-27T21:00:00.000-03:00,Operante,Automatica,INMET,,02,0-2000-0-81855,0-76-0-1500602000000468
B813,MINAS DO LEAO,RS,-30.12444443,-52.05083333,54,2025-07-31T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,,0-76-0-4312252000000607
A026,MINEIROS,GO,-17.45472222,-52.60111111,862,2007-11-23T21:00:00.000-03:00,Pane,Automatica,INMET,N,10,0-2000-0-86751,0-76-0-5213103000000277
A722,MIRANDA,MS,-20.39555555,-56.43166666,132.49,2006-11-01T21:00:00.000-03:00,Operante,Automatica,INMET,N,07,0-2000-0-86807,0-76-0-5005608000000133
A961,MIRASSOL D'OESTE,MT,-15.64027777,-58.07888888,263,2026-02-04T21:00:00.000-03:00,Operante,Automatica,INMET,N,09,,0-76-0-5105622000000662
A539,MOCAMBINHO,MG,-15.08583333,-44.01611111,454,2007-11-10T21:00:00.000-03:00,Operante,Automatica,INMET,N,05,0-2000-0-86720,0-76-0-3135050000000270
A526,MONTALVANIA,MG,-14.40833333,-44.40416666,519.52,2007-06-25T21:00:00.000-03:00,Pane,Automatica,INMET,N,05,0-2000-0-86693,0-76-0-3142700000000217
A239,MONTE ALEGRE,PA,-2,-54.07638888,100.53,2012-07-05T21:00:00.000-03:00,Pane,Automatica,INMET,N,02,0-2000-0-81706,0-76-0-1504802000000482
A032,MONTE ALEGRE DE GOIAS,GO,-13.25361111,-46.89027777,552,2007-06-06T21:00:00.000-03:00,Operante,Automatica,INMET,,10,0-2000-0-86670,0-76-0-5213509000000211
A509,MONTE VERDE,MG,-22.86166666,-46.04333333,1544.89,2004-12-18T21:00:00.000-03:00,Operante,Automatica,INMET,N,05,0-2000-0-86870,0-76-0-3110509000000071
A334,MONTEIRO,PB,-7.89444444,-37.12472221,606.39,2007-08-21T21:00:00.000-03:00,Operante,Automatica,INMET,N,03,0-2000-0-81914,0-76-0-2509701000000241
B814,MONTENEGRO,RS,-29.75861111,-51.4361111,15,2025-07-31T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,,0-76-0-4312401000000608
A506,MONTES CLAROS,MG,-16.68638888,-43.84388888,645.87,2002-12-18T22:00:00.000-02:00,Operante,Automatica,INMET,N,05,0-2000-0-86740,0-76-0-3143302000000038
A332,MORADA NOVA,CE,-5.0911111,-38.36472222,93,2007-08-23T21:00:00.000-03:00,Operante,Automatica,INMET,N,03,0-2000-0-81832,0-76-0-2308708000000243
A873,MORRETES,PR,-25.50888888,-48.80861111,50.31,2008-03-12T21:00:00.000-03:00,Operante,Automatica,INMET,,08,0-2000-0-86934,0-76-0-4116208000000317
A003,MORRINHOS,GO,-17.74499999,-49.10166666,751.09,2001-05-24T21:00:00.000-03:00,Pane,Automatica,INMET,N,10,0-2000-0-86755,0-76-0-5213806000000006
A318,MOSSORO,RN,-4.90416666,-37.36694443,29.44,2007-05-21T21:00:00.000-03:00,Operante,Automatica,INMET,N,03,0-2000-0-81834,0-76-0-2408003000000189
B862,MOSTARDAS - BACUPARI,RS,-30.50611111,-50.41999999,20,2026-03-08T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,,0-76-0-4312500000000675
B859,MUCUM,RS,-29.15361111,-51.86527777,197,2026-02-23T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,,0-76-0-4312609000000669
A517,MURIAE,MG,-21.105,-42.37583332,282.79,2006-08-29T21:00:00.000-03:00,Operante,Automatica,INMET,N,05,0-2000-0-86852,0-76-0-3148202000000102
A304,NATAL,RN,-5.83722221,-35.20805555,47.46,2003-02-23T21:00:00.000-03:00,Operante,Automatica,INMET,N,03,0-2000-0-81839,0-76-0-2408102000000060
S735,NAVIRAI (FAZ. SANTA HELENA DO PINDO),MS,-22.899909,-53.869219,303,2025-08-27T21:00:00.000-03:00,Operante,Automatica,SEMADESC-MS,N,38,0-2000-0-84864,0-76-0-5005707000000028
A717,NHUMIRIM,MS,-18.9886111,-56.62277777,102.26,2006-08-01T21:00:00.000-03:00,Operante,Automatica,INMET,N,07,0-2000-0-86768,0-76-0-5003207000000092
S724,NIOAQUE (FAZ. BURITIZINHO DA DOMINGUENA),MS,-21.067069,-55.645874,305,2025-06-20T21:00:00.000-03:00,Operante,Automatica,SEMADESC-MS,N,38,0-2000-0-84853,0-76-0-5005806000000024
A627,NITEROI,RJ,-22.86749999,-43.10194444,6,2018-07-12T21:00:00.000-03:00,Operante,Automatica,INMET,N,06,0-2000-0-84823,0-76-0-3303302000000580
B846,NONOAI,RS,-27.35861111,-52.77805554,546,2025-12-16T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,,0-76-0-4312708000000654
A453,NOSSA SENHORA DA GLORIA,SE,-10.20777777,-37.43194443,271,2017-03-23T21:00:00.000-03:00,Pane,Automatica,INMET,N,04,0-2000-0-86600,0-76-0-2804508000000543
S712,NOVA ALVORADA DO SUL,MS,-21.45083333,-54.34194444,407,2018-02-22T21:00:00.000-03:00,Operante,Automatica,SEMADESC-MS,N,38,0-2000-0-84841,0-76-0-5006002000000007
S713,NOVA ANDRADINA,MS,-22.0786111,-53.46583333,372,2018-04-08T21:00:00.000-03:00,Operante,Automatica,SEMADESC-MS,N,38,0-2000-0-84842,0-76-0-5006200000000014
A953,NOVA CANAA DO NORTE,MT,-10.62444443,-55.72416666,270,2025-12-15T21:00:00.000-03:00,Operante,Automatica,INMET,N,09,,0-76-0-5106216000000653
A842,NOVA FATIMA,PR,-23.41527777,-50.57777777,664.31,2007-02-07T21:00:00.000-03:00,Pane,Automatica,INMET,N,08,0-2000-0-86901,0-76-0-4117008000000174
A624,NOVA FRIBURGO - SALINAS,RJ,-22.33472221,-42.67694443,1070,2010-09-17T21:00:00.000-03:00,Operante,Automatica,INMET,,06,0-2000-0-86889,0-76-0-3303401000000466
A928,NOVA MARINGA,MT,-13.0386111,-57.09222221,334.36,2008-04-15T21:00:00.000-03:00,Operante,Automatica,INMET,,09,0-2000-0-86663,0-76-0-5108907000000338
A563,NOVA PORTEIRINHA (JANAUBA),MG,-15.80277777,-43.29694444,532,2016-11-18T21:00:00.000-03:00,Operante,Automatica,INMET,N,05,0-2000-0-86706,0-76-0-3135100000000533
A822,NOVA TEBAS,PR,-24.43388888,-51.95388888,660,2006-12-20T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,0-2000-0-86919,0-76-0-4117271000000164
A929,NOVA UBIRATA,MT,-13.03222221,-55.24194444,466.48,2008-04-12T21:00:00.000-03:00,Pane,Automatica,INMET,,09,0-2000-0-86665,0-76-0-5106240000000337
A959,NOVA UBIRATA - SEDE,MT,-13.03249999,-55.24194444,440,2026-03-04T21:00:00.000-03:00,Pane,Automatica,INMET,N,09,,
A956,NOVA XAVANTINA,MT,-14.69777777,-52.35027777,306,2025-12-02T21:00:00.000-03:00,Operante,Automatica,INMET,N,09,,0-76-0-5106257000000647
A144,NOVO ARIPUANA,AM,-8.0911111,-60.38055554,45,2019-07-17T21:00:00.000-03:00,Operante,Automatica,INMET,N,01,0-2000-0-81812,0-76-0-1303304000000594
A816,NOVO HORIZONTE,SC,-26.40638888,-52.85027777,943.57,2008-09-19T21:00:00.000-03:00,Pane,Automatica,INMET,N,08,0-2000-0-86938,0-76-0-4203600000000432
A235,NOVO REPARTIMENTO,PA,-4.24388888,-49.93944444,100.76,2008-07-22T21:00:00.000-03:00,Operante,Automatica,INMET,N,02,0-2000-0-81784,0-76-0-1505064000000410
A947,NOVO SANTO ANTONIO,MT,-12.28805555,-50.97138888,205,2025-11-27T21:00:00.000-03:00,Operante,Automatica,INMET,N,09,,0-76-0-5106315000000641
A232,OBIDOS,PA,-1.88083332,-55.51972221,89.64,2012-07-04T21:00:00.000-03:00,Pane,Automatica,INMET,N,02,0-2000-0-81675,0-76-0-1505106000000481
A354,OEIRAS,PI,-6.97416666,-42.14694444,154.03,2008-07-21T21:00:00.000-03:00,Pane,Automatica,INMET,,03,0-2000-0-81869,0-76-0-2207009000000409
A242,OIAPOQUE,AP,3.81361111,-51.8625,15.14,2008-09-10T21:00:00.000-03:00,Operante,Automatica,INMET,N,02,0-2000-0-81609,0-76-0-1600501000000428
A570,OLIVEIRA,MG,-20.715,-44.86444444,1025,2017-10-18T21:00:00.000-03:00,Operante,Automatica,INMET,N,05,0-2000-0-84819,0-76-0-3145604000000560
A366,OURICURI,PE,-7.88583333,-40.10277777,457.85,2010-08-10T21:00:00.000-03:00,Operante,Automatica,INMET,N,03,0-2000-0-81910,0-76-0-2609907000000462
A716,OURINHOS,SP,-23.00055555,-49.84333333,500,2006-08-28T21:00:00.000-03:00,Pane,Automatica,INMET,N,07,0-2000-0-86866,0-76-0-3534708000000101
A513,OURO BRANCO,MG,-20.55666666,-43.75611111,1048.2,2006-07-27T21:00:00.000-03:00,Operante,Automatica,INMET,N,05,0-2000-0-86823,0-76-0-3145901000000091
A210,PACAJA,PA,-3.8436111,-50.63805555,89.02,2008-02-26T21:00:00.000-03:00,Operante,Automatica,INMET,N,02,0-2000-0-81742,0-76-0-1505486000000292
A357,PALMARES,PE,-8.66666666,-35.56805554,164.01,2008-09-03T21:00:00.000-03:00,Operante,Automatica,INMET,N,03,0-2000-0-81957,0-76-0-2610004000000420
B836,PALMARES DO SUL,RS,-30.24916666,-50.50916666,4,2025-10-12T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,,0-76-0-4313656000000633
A009,PALMAS,TO,-10.14777777,-48.31444444,267,2004-12-16T21:00:00.000-03:00,Operante,Automatica,INMET,N,10,0-2000-0-86607,0-76-0-1721000000000070
A856,PALMEIRA DAS MISSOES,RS,-27.92027777,-53.31805554,614.11,2008-02-25T21:00:00.000-03:00,Operante,Automatica,INMET,,08,0-2000-0-86953,0-76-0-4313706000000291
A327,PALMEIRA DOS INDIOS,AL,-9.42027777,-36.62027777,278.01,2007-07-10T21:00:00.000-03:00,Pane,Automatica,INMET,,03,0-2000-0-81995,0-76-0-2700805000000224
A323,PAO DE ACUCAR,AL,-9.74916666,-37.43083332,20.83,2007-07-13T21:00:00.000-03:00,Operante,Automatica,INMET,N,03,0-2000-0-81994,0-76-0-2706406000000230
A571,PARACATU,MG,-17.24444444,-46.88166666,705,2018-03-15T21:00:00.000-03:00,Operante,Automatica,INMET,N,05,0-2000-0-86747,0-76-0-3147006000000576
A212,PARAGOMINAS,PA,-2.90055555,-47.49499999,88,2007-10-17T21:00:00.000-03:00,Operante,Automatica,INMET,,02,0-2000-0-81745,0-76-0-1505502000000258
S723,PARAISO DAS AGUAS (FAZ. RANCHINHO),MS,-19.233169,-53.329431,617,2025-06-15T21:00:00.000-03:00,Operante,Automatica,SEMADESC-MS,N,38,0-2000-0-84852,0-76-0-5006275000000023
A010,PARANA,TO,-12.615,-47.87194443,284.96,2005-03-03T21:00:00.000-03:00,Operante,Automatica,INMET,N,10,0-2000-0-86650,0-76-0-1716208000000073
A710,PARANAIBA,MS,-19.69555555,-51.18166666,408.06,2006-11-09T21:00:00.000-03:00,Operante,Automatica,INMET,N,07,0-2000-0-86792,0-76-0-5006309000000137
A850,PARANAPOEMA,PR,-22.65833333,-52.13444444,308.7,2008-03-03T21:00:00.000-03:00,Pane,Automatica,INMET,N,08,0-2000-0-86862,0-76-0-4118303000000302
A047,PARANOA (COOPA-DF),DF,-16.01222222,-47.5575,1043,2017-02-06T21:00:00.000-03:00,Operante,Automatica,INMET,N,10,0-2000-0-86733,0-76-0-5300108000000537
A619,PARATY,RJ,-23.2236111,-44.72694443,3,2006-11-18T21:00:00.000-03:00,Operante,Automatica,INMET,N,06,0-2000-0-86913,0-76-0-3303807000000141
A027,PARAUNA,GO,-16.9625,-50.42555554,678.74,2008-03-28T21:00:00.000-03:00,Operante,Automatica,INMET,N,10,0-2000-0-86732,0-76-0-5216403000000324
A123,PARINTINS,AM,-2.63916666,-56.75611111,18.72,2008-04-10T21:00:00.000-03:00,Operante,Automatica,INMET,N,01,0-2000-0-81703,0-76-0-1303403000000332
A308,PARNAIBA,PI,-3.08666666,-41.78305554,52.11,2003-02-05T22:00:00.000-02:00,Pane,Automatica,INMET,N,03,0-2000-0-81752,0-76-0-2207702000000051
B810,PARQUE ELDORADO,RS,-30.09666666,-51.67388888,50,2025-02-17T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,,0-76-0-4306767000000603
A102,PARQUE ESTADUAL CHANDLESS,AC,-9.35833333,-69.92638888,184.51,2008-08-04T21:00:00.000-03:00,Pane,Automatica,INMET,N,01,0-2000-0-81963,0-76-0-1200435000000413
A529,PASSA QUATRO,MG,-22.39583333,-44.96194444,1017.1,2007-05-29T21:00:00.000-03:00,Pane,Automatica,INMET,N,05,0-2000-0-86873,0-76-0-3147600000000201
A839,PASSO FUNDO,RS,-28.22666666,-52.40361111,680.67,2006-11-26T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,0-2000-0-86963,0-76-0-4314100000000147
A516,PASSOS,MG,-20.74527777,-46.63388888,781.7,2006-07-15T21:00:00.000-03:00,Pane,Automatica,INMET,N,05,0-2000-0-86819,0-76-0-3147907000000086
