Data Medicao,"NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número)","PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)"
2010-01-31,11.0,56.666666666666664,931.1999999999999,24.4,7.8,1.5999999999999999
2010-02-28,7.0,45.800000000000004,930.9,25.366666666666664,7.8,1.9333333333333333
2010-03-31,9.685314685314685,104.771875,931.593373493976,24.979411764705883,8.664204545454545,2.531325301204819
2010-04-30,9.685314685314685,104.771875,931.593373493976,24.979411764705883,8.664204545454545,2.531325301204819
2010-05-31,8.0,29.4,931.3,25.7,7.6,2.7
2010-06-30,0.0,0.0,933.8,24.4,10.5,3.9
2010-07-31,0.0,0.0,933.7,23.9,9.7,4.5
2010-08-31,0.0,0.0,933.4,24.8,11.0,4.1
2010-09-30,1.0,7.0,931.4,26.8,10.9,4.1
2010-10-31,13.0,120.2,929.9,26.2,8.6,2.5
2010-11-30,23.0,357.8,929.1,24.0,7.9,2.4
2010-12-31,19.0,198.0,928.3,24.0,5.4,2.1
2011-01-31,21.0,279.0,929.3,23.4,8.1,2.0
2011-02-28,24.0,338.4,930.2,22.4,8.7,1.6
2011-03-31,24.0,277.0,930.0,23.2,8.1,1.8
2011-04-30,14.0,236.2,930.9,24.2,7.8,2.5
2011-05-31,3.0,2.8,931.5,24.4,8.6,3.0
2011-06-30,0.0,0.0,932.7,24.5,8.4,2.9
2011-07-31,0.0,0.0,933.0,24.2,9.8,3.4
2011-08-31,0.0,0.0,932.6,26.5,10.5,3.4
2011-09-30,0.0,0.0,932.4,26.9,10.7,3.9
2011-10-31,16.0,217.8,929.6,24.8,9.5,2.8
2011-11-30,23.0,293.4,930.0,22.9,7.3,2.6
2011-12-31,23.0,209.4,929.9,23.5,7.4,2.1
2012-01-31,25.0,284.0,930.5,22.4,9.6,2.1
