Data Medicao,"NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número)","PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)"
2015-08-31,9.95890410958904,120.08135593220338,985.7696078431372,26.429126213592237,7.2855855855855856,1.7254901960784315
2015-09-30,2.0,28.6,984.5,28.7,8.3,1.9
2015-10-31,8.0,21.4,984.1,29.2,11.5,2.0
2015-11-30,15.0,124.2,983.6,27.7,9.9,1.8
2015-12-31,11.0,134.6,984.9,28.2,14.3,1.8
2016-01-31,26.0,610.4,985.1,25.8,9.1,2.2
2016-02-29,6.0,37.4,985.2,27.9,8.3,1.7
2016-03-31,16.0,279.2,986.0,27.2,6.6,1.6
2016-04-30,6.0,28.8,985.1,27.6,7.7,1.6
2016-05-31,2.0,0.4,986.9,26.8,5.7,1.5
2016-06-30,2.0,18.4,988.6,25.3,7.0,1.7
2016-07-31,0.0,0.0,988.0,24.8,7.0,1.8
2016-08-31,0.0,0.0,986.5,27.0,7.1,1.9
2016-09-30,3.0,58.4,985.6,28.7,8.5,1.9
2016-10-31,13.0,123.8,984.0,28.1,10.3,2.0
2016-11-30,18.0,169.4,983.4,27.4,8.8,2.0
2016-12-31,20.0,198.8,984.4,26.7,8.6,1.8
2017-01-31,16.0,156.2,984.9,26.4,8.1,1.7
2017-02-28,23.0,315.2,985.2,25.4,9.4,1.9
2017-03-31,15.0,71.8,985.0,26.5,6.6,1.5
2017-04-30,1.3333333333333333,0.0,986.1666666666666,26.166666666666668,5.3,1.4333333333333333
2017-05-31,3.0,13.799999999999999,985.8333333333334,26.566666666666666,5.3,1.4333333333333336
2017-06-30,0.0,0.0,987.6,25.1,5.4,1.8
2017-07-31,0.0,0.0,990.4,22.9,6.7,1.9
2017-08-31,0.0,0.0,986.3,26.4,7.2,1.9
2017-09-30,0.0,0.0,986.2,27.9,7.5,2.3
2017-10-31,5.0,75.0,983.4,29.2,7.3,2.2
2017-11-30,18.0,351.0,983.7,26.5,8.1,1.8
2017-12-31,23.0,232.4,984.3,26.0,10.3,1.8
2018-01-31,17.0,143.8,984.8,26.2,8.4,1.7
2018-02-28,16.0,429.6,984.6,25.7,8.5,1.8
2018-03-31,23.0,331.0,984.9,25.9,6.6,1.6
2018-04-30,14.0,114.0,986.2,25.7,6.0,1.4
2018-05-31,4.0,5.2,987.1,25.5,5.9,1.6
2018-06-30,1.3333333333333333,0.0,988.3,24.3,5.8,1.7
2018-07-31,1.0,0.0,988.3,23.8,5.1,1.6
2018-08-31,1.0,0.0,985.3333333333334,26.3,6.4,1.5
2018-09-30,16.666666666666668,227.33333333333334,985.3000000000001,26.53333333333333,6.6,1.5666666666666667
2018-10-31,8.0,96.33333333333333,984.2,26.133333333333336,7.3,2.0
2018-11-30,1.3333333333333333,0.0,986.1666666666666,26.166666666666668,5.3,1.4333333333333333
