Data Medicao,"NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número)","PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)"
2010-01-31,7.0,36.6,948.7,26.3,8.8,2.4
2010-02-28,7.0,52.4,948.5,27.1,7.6,2.7
2010-03-31,16.0,118.0,948.4,25.4,6.9,1.8
2010-04-30,3.0,21.8,949.6,25.0,7.1,2.1
2010-05-31,2.0,3.6,949.7,25.6,7.1,2.0
2010-06-30,0.0,0.0,953.3,22.6,7.8,2.4
2010-07-31,0.0,0.0,953.8,23.1,8.1,3.2
2010-08-31,0.0,0.0,953.4,23.2,8.4,3.0
2010-09-30,0.0,0.0,951.2,24.8,8.9,3.8
2010-10-31,7.0,20.8,947.8,28.0,7.8,3.1
2010-11-30,17.0,143.4,947.0,25.6,6.9,2.3
2010-12-31,14.0,115.0,945.8,25.0,8.1,1.8
2011-01-31,9.0,46.8,947.3,25.1,7.1,2.3
2011-02-28,4.0,30.2,947.7,26.8,6.7,2.7
2011-03-31,16.0,182.0,947.5,24.7,6.0,1.7
2011-04-30,6.0,98.8,949.5,24.5,6.8,2.1
2011-05-31,2.0,3.0,950.7,23.1,6.3,2.2
2011-06-30,0.0,0.0,951.9,22.6,7.5,2.3
2011-07-31,0.0,0.0,952.6,22.4,7.7,2.8
2011-08-31,0.0,0.0,952.1,24.4,7.9,3.0
2011-09-30,0.0,0.0,952.7,24.5,8.5,3.6
2011-10-31,10.0,77.6,948.2,25.5,8.0,2.8
2011-11-30,14.0,78.4,948.6,24.1,6.5,2.5
2011-12-31,13.0,54.2,947.9,25.1,7.3,2.2
2012-01-31,6.0,107.6,948.6,25.4,6.8,2.6
2012-02-29,4.0,74.0,948.6,26.6,7.5,2.8
2012-03-31,5.0,28.8,948.6,27.3,6.8,2.8
2012-04-30,0.0,0.0,948.5,27.7,7.4,2.7
2012-05-31,3.0,3.6,951.2,24.8,7.6,2.6
2012-06-30,1.0,2.2,952.3,24.9,8.2,2.6
2012-07-31,0.0,0.0,952.9,23.6,8.6,3.0
2012-08-31,0.0,0.0,954.7,23.2,9.3,3.8
2012-09-30,1.0,0.4,952.2,26.2,7.9,3.6
2012-10-31,1.0,0.4,949.1,27.4,9.1,4.0
2012-11-30,21.0,229.8,947.6,24.5,10.5,1.7
2012-12-31,2.0,32.4,947.3,26.8,7.1,2.2
2013-01-31,11.0,68.8,948.4,26.4,7.3,2.2
2013-02-28,2.0,1.0,948.2,27.8,7.5,3.2
2013-03-31,7.0,30.200000000000003,950.6,25.833333333333332,6.6,2.5333333333333337
2013-04-30,9.0,115.8,948.8000000000001,25.133333333333336,6.1,2.1
2013-05-31,1.0,2.1999999999999997,950.1999999999999,25.3,7.5,2.5666666666666664
2013-06-30,0.0,0.0,952.1,24.4,7.8,2.4
2013-07-31,0.0,0.0,953.2,24.0,7.0,2.7
2013-08-31,0.0,0.0,952.5,24.3,8.1,3.3
2013-09-30,0.0,0.0,951.2,26.3,7.8,3.7
2013-10-31,9.0,37.8,949.8,26.3,7.8,3.3
2013-11-30,12.0,93.2,947.7,26.6,8.2,2.9
2013-12-31,21.0,398.8,947.4,24.2,5.9,1.5
2014-01-31,3.0,9.0,949.6,25.7,7.6,2.7
2014-02-28,2.0,4.0,948.8,26.5,7.3,3.1
2014-03-31,5.0,26.2,949.1,26.5,6.9,2.6
2014-04-30,7.0,35.8,949.5,26.1,7.4,1.9
2014-05-31,3.0,10.4,950.6,25.0,6.6,2.2
2014-06-30,3.0,0.8,952.6,23.6,8.6,2.5
2014-07-31,1.0,0.6666666666666666,954.6,23.3,8.2,2.9
2014-08-31,4.333333333333333,27.0,950.4,26.3,7.6,2.9333333333333336
2014-09-30,1.0,0.5333333333333333,950.6,26.900000000000002,8.0,3.1333333333333333
2014-10-31,3.0,28.6,950.4,26.6,7.6,3.5
2014-11-30,8.0,130.2,948.3,26.0,6.7,2.7
2014-12-31,10.0,74.0,949.1,25.6,6.8,2.5
2015-01-31,1.0,0.4,949.7,27.3,7.8,3.0
2015-02-28,5.0,57.0,949.5,26.3,9.7,2.6
2015-03-31,8.0,42.0,948.8,27.5,6.5,2.4
2015-04-30,6.0,86.6,949.3,26.6,6.8,1.8
2015-05-31,4.0,19.4,951.7,24.3,7.0,2.2
2015-06-30,2.0,2.0,954.0,23.7,8.2,2.7
2015-07-31,0.0,0.0,953.7,23.8,7.4,3.1
2015-08-31,0.0,0.0,953.2,24.3,8.1,3.5
2015-09-30,0.0,0.0,949.9,28.0,7.9,3.3
2015-10-31,3.0,3.4,949.6,28.8,7.9,3.9
2015-11-30,7.0,52.4,947.3,29.0,8.4,2.9
2015-12-31,5.0,12.0,948.9,29.5,9.8,2.9
2016-01-31,22.0,465.8,948.5,25.5,8.8,2.0
2016-02-29,3.0,0.8,949.7,27.0,6.8,2.1
2016-03-31,2.0,1.8,950.0,27.6,6.7,2.4
2016-04-30,1.0,0.8,949.9,27.2,7.9,2.8
2016-05-31,0.0,0.0,951.9,25.2,7.1,2.2
2016-06-30,2.0,2.0,953.4,23.9,9.1,2.3
2016-07-31,0.0,0.0,953.5,23.6,8.1,2.8
2016-08-31,0.0,0.0,952.4,25.1,8.2,3.1
2016-09-30,1.0,0.2,951.3,26.4,8.8,3.4
2016-10-31,4.0,11.6,948.9,27.6,7.5,3.7
2016-11-30,10.0,191.6,948.2,26.3,8.8,2.8
2016-12-31,9.0,84.2,948.7,26.1,7.6,2.5
2017-01-31,3.0,5.4,948.4,28.2,7.4,2.9
2017-02-28,8.0,61.4,948.5666666666666,26.766666666666666,6.7,2.233333333333334
2017-03-31,6.0,97.66666666666667,948.0666666666667,25.733333333333334,6.0,2.233333333333333
2017-04-30,5.0,18.6,949.9,26.0,7.1,2.5
2017-05-31,4.0,6.4,951.2,24.9,6.5,2.6
2017-06-30,0.0,0.0,953.1,23.9,7.6,2.9
2017-07-31,2.0,1.4,956.5,21.6,8.1,3.5
2017-08-31,0.0,0.0,952.6,23.7,7.8,3.0
2017-09-30,1.0,0.2,953.7,24.4,8.3,4.3
2017-10-31,1.0,3.2,949.4,27.5,8.2,3.9
2017-11-30,10.0,95.0,947.7,26.6,8.6,3.1
2017-12-31,13.0,189.8,947.8,25.6,7.0,2.0
2018-01-31,9.0,33.8,948.4,26.8,7.7,2.7
2018-02-28,16.0,162.4,948.2,27.233333333333334,6.1,1.9
2018-03-31,10.0,185.4,948.3,25.933333333333334,8.7,1.8
2018-04-30,3.0,1.4,950.5,25.4,6.5,2.3
2018-05-31,1.0,0.2,952.0,24.6,6.8,2.5
2018-06-30,1.0,1.0,953.5,23.7,7.2,2.5
2018-07-31,0.0,0.0,953.6,23.1,7.3,2.6
2018-08-31,1.0,0.4,952.7,25.5,7.0,3.0
2018-09-30,1.0,0.4,949.7,26.8,8.5,3.0
2018-10-31,7.0,127.0,948.4,27.5,7.7,2.9
2018-11-30,9.0,78.6,948.7,25.4,7.3,2.5
2018-12-31,6.0,63.86666666666667,950.0,25.0,8.8,1.6
2019-01-31,1.0,31.133333333333336,951.6666666666666,24.8,8.3,3.4
2019-02-28,2.0,2.8666666666666667,948.9,26.633333333333336,7.5,2.766666666666667
2019-03-31,10.0,125.2,949.0,27.1,6.5,1.9
2019-04-30,7.0,12.0,949.4,26.1,6.7,1.9
2019-05-31,1.0,4.0,950.1,25.9,6.9,2.1
2019-06-30,0.0,0.0,953.7,24.0,8.0,2.6
2019-07-31,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2019-08-31,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2019-09-30,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2019-10-31,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2019-11-30,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2019-12-31,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2020-01-31,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2020-02-29,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2020-03-31,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2020-04-30,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2020-05-31,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2020-06-30,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2020-07-31,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2020-08-31,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2020-09-30,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2020-10-31,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2020-11-30,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2020-12-31,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2021-01-31,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2021-02-28,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2021-03-31,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2021-04-30,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2021-05-31,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2021-06-30,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2021-07-31,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2021-08-31,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2021-09-30,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2021-10-31,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2021-11-30,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2021-12-31,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2022-01-31,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2022-02-28,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2022-03-31,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2022-04-30,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2022-05-31,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2022-06-30,0.0,0.0,951.4,22.3,5.3,1.9
2022-07-31,0.0,0.0,953.1,22.8,5.2,2.3
2022-08-31,0.0,0.0,952.4,23.9,5.9,2.6
2022-09-30,1.0,1.2,950.4,25.7,6.4,2.5
2022-10-31,6.333333333333333,65.33333333333333,948.9,27.6,6.3,2.7
2022-11-30,14.333333333333334,247.73333333333332,947.7,24.3,5.9,1.7
2022-12-31,19.333333333333332,263.6666666666667,947.5,23.7,6.033333333333334,1.7
2023-01-31,11.0,151.53333333333333,948.5,25.2,7.066666666666666,2.066666666666667
2023-02-28,5.0,37.266666666666666,948.6,26.7,7.333333333333333,2.3666666666666667
2023-03-31,4.333333333333333,18.0,948.9,27.5,6.766666666666667,2.9333333333333336
2023-04-30,12.333333333333334,138.86666666666667,948.3,26.6,7.366666666666666,1.9666666666666668
2023-05-31,2.3333333333333335,3.9333333333333336,950.8,25.2,6.866666666666667,2.1
2023-06-30,0.0,0.0,953.1,23.8,7.733333333333333,2.8666666666666667
2023-07-31,1.0,1.0,953.4,23.8,8.133333333333333,2.533333333333333
2023-08-31,1.6666666666666667,2.1333333333333333,951.3,25.5,7.033333333333334,2.866666666666667
2023-09-30,1.3333333333333333,1.0,950.4,27.4,7.466666666666668,2.733333333333333
2023-10-31,11.0,133.4,948.0,29.1,7.033333333333332,1.8666666666666665
2023-11-30,11.0,133.4,947.0,29.8,6.933333333333333,2.233333333333333
2023-12-31,10.0,78.53333333333335,947.3,29.0,7.5,2.6333333333333333
2024-01-31,11.666666666666666,155.73333333333332,948.1,26.0,7.166666666666667,2.1333333333333333
2024-02-29,5.333333333333333,12.933333333333332,949.7,25.3,6.5,2.1999999999999997
2024-03-31,8.0,93.53333333333335,948.6,26.8,6.8,1.6
2024-04-30,5.0,60.0,949.2,25.8,4.4,1.7
2024-05-31,2.0,0.0,950.9,24.8,5.2,1.8
2024-06-30,0.0,0.0,952.9,23.2,4.8,2.0
2024-07-31,1.0,0.8,954.3,22.8,5.3,2.1
2024-08-31,0.0,0.0,953.2,24.4,7.866666666666667,3.266666666666667
2024-09-30,4.744186046511628,44.772580645161284,950.2171232876713,25.47291666666667,7.3240601503759395,2.6293103448275863
2024-10-31,7.333333333333333,133.20000000000002,952.6999999999999,23.099999999999998,5.6,1.8333333333333333
2024-11-30,0.3333333333333333,0.26666666666666666,951.8000000000001,23.3,5.2,2.0666666666666664
2024-12-31,11.0,147.2,947.6,24.5,6.3,1.9
2025-01-31,9.0,193.6,949.1666666666666,24.133333333333336,5.9,1.9333333333333333
2025-02-28,0.3333333333333333,0.26666666666666666,951.8000000000001,23.3,5.1,2.0666666666666664
