Data Medicao,"NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número)","PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)"
2010-01-31,10.333333333333334,35.0,910.6,22.3,11.8,2.2
2010-02-28,10.333333333333334,41.0,910.6,22.5,8.4,2.3
2010-03-31,9.0,219.6,909.7,22.0,9.2,1.8
2010-04-30,5.666666666666667,39.8,911.4,20.1,5.9,1.8
2010-05-31,4.0,50.0,911.6,19.1,5.6,1.1
2010-06-30,9.333333333333334,8.4,915.1,16.3,5.3,1.5
2010-07-31,18.333333333333332,16.6,915.7,17.1,7.0,2.4
2010-08-31,6.333333333333333,0.8,915.0,16.8,7.8,2.1
2010-09-30,7.333333333333333,5.2,913.2,19.2,7.9,2.7
2010-10-31,9.0,100.6,910.0,20.8,8.0,2.4
2010-11-30,13.333333333333334,271.2,908.6,20.5,11.7,2.1
2010-12-31,8.333333333333334,198.8,906.9,21.8,5.6,2.0
2011-01-31,10.0,90.2,908.9,21.4,7.0,2.2
2011-02-28,10.0,63.6,909.7,22.0,7.4,2.2
2011-03-31,10.0,288.6,908.8,21.3,6.2,2.1
2011-04-30,5.666666666666667,91.8,911.4,20.0,5.6,2.0
2011-05-31,5.333333333333333,16.0,912.4,17.6,5.6,1.7
2011-06-30,5.333333333333333,11.2,913.3,17.1,6.1,1.7
2011-07-31,13.333333333333334,14.4,914.1,16.7,8.0,1.8
2011-08-31,4.666666666666667,1.2,913.7,18.4,7.7,2.0
2011-09-30,4.333333333333333,1.6,914.5,18.2,7.1,2.6
2011-10-31,7.333333333333333,213.2,910.2,19.5,6.2,2.4
2011-11-30,7.333333333333333,165.2,910.1,19.0,6.4,2.6
2011-12-31,9.666666666666666,284.6,909.1,20.6,6.4,1.9
2012-01-31,6.0,125.2,910.3,20.8,5.9,2.2
2012-02-29,6.0,31.2,910.6,21.2,5.7,2.4
2012-03-31,9.0,29.8,910.8,21.3,8.1,2.1
2012-04-30,4.333333333333333,7.2,910.8,21.3,5.6,2.0
2012-05-31,5.333333333333333,80.0,913.2,18.2,6.0,2.0
2012-06-30,11.333333333333334,15.8,914.0,18.2,5.8,1.5
2012-07-31,13.333333333333334,7.2,914.5,17.4,6.0,1.9
2012-08-31,6.666666666666667,38.2,916.6,16.8,7.7,2.8
2012-09-30,7.0,8.4,914.1,19.8,7.9,2.7
2012-10-31,7.666666666666667,36.2,911.3,21.3,7.7,2.8
2012-11-30,9.0,447.4,908.8,20.7,7.4,2.2
2012-12-31,6.0,98.4,909.2,22.7,6.1,1.9
2013-01-31,6.0,180.8,909.9,22.0,5.8,2.2
2013-02-28,10.0,63.6,910.5,21.8,7.0,2.3
2013-03-31,6.0,29.4,910.5,22.1,5.7,2.0
2013-04-30,5.666666666666667,121.8,911.8,19.6,5.9,2.0
2013-05-31,5.333333333333333,10.4,912.6,18.5,5.9,1.9
2013-06-30,5.333333333333333,28.4,913.8,18.1,5.3,1.8
2013-07-31,11.333333333333334,3.8,914.8,17.6,6.4,2.0
2013-08-31,5.333333333333333,10.8,914.2,18.0,6.6,2.4
2013-09-30,9.0,10.6,913.3,19.7,7.3,2.8
2013-10-31,9.0,97.8,911.9,19.7,7.3,2.7
2013-11-30,9.0,230.2,909.7,21.1,7.7,2.8
2013-12-31,10.0,930.0,907.9,21.5,7.0,2.0
2014-01-31,4.333333333333333,70.2,911.5,21.5,5.9,2.3
2014-02-28,7.333333333333333,5.2,910.9,21.6,6.6,2.6
2014-03-31,7.333333333333333,123.4,911.1,21.0,6.5,2.2
2014-04-30,5.666666666666667,65.6,911.4,20.3,5.9,1.7
2014-05-31,6.666666666666667,10.6,912.5,18.6,6.6,1.9
2014-06-30,5.333333333333333,41.6,914.3,17.4,5.7,1.8
2014-07-31,14.333333333333334,19.8,916.4,16.8,6.5,2.3
2014-08-31,13.333333333333334,15.8,915.0,17.5,6.9,2.0
2014-09-30,3.3333333333333335,0.8,913.2,19.8,6.9,2.7
2014-10-31,7.333333333333333,155.6,912.4,20.7,7.6,2.6
2014-11-30,7.333333333333333,228.4,910.0,20.9,6.6,2.3
2014-12-31,4.333333333333333,130.8,910.6,21.2,5.3,2.0
2015-01-31,4.333333333333333,14.2,911.5,22.6,5.5,2.1
2015-02-28,6.0,86.6,911.0,21.8,5.9,2.2
2015-03-31,7.333333333333333,89.4,910.7,21.8,7.4,1.9
2015-04-30,7.333333333333333,75.8,911.3,20.5,6.6,1.9
2015-05-31,5.333333333333333,23.6,913.5,18.4,6.1,2.0
2015-06-30,8.0,13.0,915.7,17.7,6.3,2.2
2015-07-31,10.0,7.6,915.3,17.8,5.8,2.1
2015-08-31,6.666666666666667,11.8,914.9,18.2,6.6,2.5
2015-09-30,6.0,1.2,911.8,22.4,7.1,2.4
2015-10-31,6.0,55.0,911.8,22.8,6.5,2.6
2015-11-30,7.666666666666667,196.0,909.2,23.8,11.0,2.1
2015-12-31,3.6666666666666665,137.4,911.2,23.1,6.2,1.9
