Data Medicao,"NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número)","PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)"
2010-01-31,14.0,225.4,964.2,25.5,8.5,2.7
2010-02-28,13.0,160.4,964.8,25.9,11.5,2.7
2010-03-31,13.0,127.0,965.2,24.8,8.2,2.4
2010-04-30,9.0,87.4,968.6,22.3,10.3,2.6
2010-05-31,19.0,124.8,969.6,17.4,7.7,2.6
2010-06-30,4.0,41.8,970.9,18.7,8.1,2.6
2010-07-31,7.0,30.866666666666664,970.7,18.0,8.5,3.4
2010-08-31,1.0,23.333333333333332,969.9,19.4,9.7,3.5
2010-09-30,7.333333333333333,91.60000000000001,966.8666666666667,22.266666666666666,8.7,2.5
2010-10-31,11.0,241.4,965.5333333333333,24.0,10.8,1.9666666666666668
2010-11-30,11.666666666666666,182.0,964.7,24.900000000000002,9.4,2.8
2010-12-31,7.0,91.60000000000001,966.2666666666668,24.333333333333332,8.6,2.4666666666666663
2011-01-31,3.0,83.06666666666666,963.1,26.1,6.6,1.6
2011-02-28,11.0,158.0,965.1,25.1,5.9,0.26666666666666666
2011-03-31,4.0,83.06666666666666,964.7,24.7,6.3,2.4
2011-04-30,1.0,23.400000000000002,966.8333333333334,22.133333333333336,12.9,2.233333333333333
2011-05-31,5.0,18.4,970.4,18.8,7.1,2.3
2011-06-30,7.0,73.6,969.7,17.1,7.8,2.7
2011-07-31,12.0,171.4,969.3,18.1,8.9,2.4
2011-08-31,12.0,105.6,969.0,18.8,9.4,3.4
2011-09-30,6.0,55.2,969.5,21.2,9.0,3.2
2011-10-31,13.0,283.0,965.0,23.6,11.9,3.0
2011-11-30,9.0,169.4,965.1,25.1,9.6,2.9
2011-12-31,9.0,45.0,964.0,26.6,6.9,2.2
2012-01-31,9.0,89.8,963.9,27.0,6.9,2.4
2012-02-29,8.0,69.8,965.1,27.1,7.0,2.1
2012-03-31,6.0,76.2,967.1,25.1,8.6,2.1
2012-04-30,15.0,401.6,967.2,22.3,7.8,2.3
2012-05-31,9.0,74.2,970.0,19.9,8.4,2.8
2012-06-30,17.0,167.4,970.0,17.9,7.7,2.6
2012-07-31,11.0,48.2,970.6,17.7,7.6,2.4
2012-08-31,3.0,7.2,971.5,21.4,8.3,3.6
2012-09-30,8.0,28.6,968.7,22.7,9.7,3.3
2012-10-31,13.0,252.6,965.1,24.1,10.9,3.3
2012-11-30,13.0,137.4,964.1,25.1,7.9,2.8
2012-12-31,17.0,153.0,963.1,26.2,7.6,2.2
2013-01-31,7.0,112.8,965.1,25.4,8.4,2.5
2013-02-28,15.0,76.4,964.9,25.0,7.0,2.3
2013-03-31,18.0,202.6,966.3,23.5,8.1,2.3
2013-04-30,11.0,164.2,968.5,21.3,9.3,2.4
2013-05-31,15.0,107.4,969.2,19.2,6.7,2.5
2013-06-30,17.0,153.8,969.8,19.2,7.8,0.43333333333333335
2013-07-31,6.0,8.4,972.1,17.7,8.9,2.7
2013-08-31,5.0,10.6,970.7,17.1,8.5,2.9
2013-09-30,11.0,120.0,968.5,20.8,9.3,3.4
2013-10-31,14.0,167.8,967.0,22.4,9.1,2.9
2013-11-30,8.0,130.0,964.7,24.7,10.5,3.4
2013-12-31,11.0,156.6,963.0,25.8,8.7,2.5
2014-01-31,13.0,97.6,966.0,25.9,8.1,2.1
2014-02-28,12.0,57.0,965.3,26.3,8.3,2.5
2014-03-31,14.0,147.2,966.3,23.6,9.4,2.2
2014-04-30,12.0,149.4,968.1,21.9,8.1,2.5
2014-05-31,13.0,135.13333333333333,968.9,19.5,8.8,2.2
2014-06-30,7.0,23.400000000000002,969.1666666666666,18.9,8.7,2.566666666666667
2014-07-31,7.0,23.333333333333332,972.1,17.9,10.2,3.1
2014-08-31,2.0,21.0,970.5,20.7,7.6,2.8
2014-09-30,8.0,148.0,966.7,22.7,10.1,3.4
2014-10-31,5.0,63.4,966.7,25.5,9.0,2.8
2014-11-30,13.0,228.4,965.0,24.0,7.4,2.3
2014-12-31,10.0,162.0,964.5,24.8,7.6,2.6
2015-01-31,14.0,159.8,966.6,25.8,13.9,2.1
2015-02-28,18.0,208.8,965.3,24.8,7.2,1.9
2015-03-31,13.0,131.2,966.5,24.1,7.0,1.8
2015-04-30,10.0,230.2,968.0,22.4,7.0,2.1
2015-05-31,17.0,317.0,969.8,19.1,7.3,2.4
2015-06-30,5.0,37.6,970.1333333333333,21.900000000000002,8.3,2.5666666666666664
2015-07-31,1.0,7.2,966.9333333333334,22.8,7.3,0.7000000000000001
2015-08-31,4.0,42.0,968.7,22.1,8.7,2.8
2015-09-30,12.0,157.0,966.0,22.7,7.7,2.5
2015-10-31,13.0,133.0,966.1,24.1,8.4,2.7
2015-11-30,18.0,456.6,964.1,23.3,7.7,2.2
2015-12-31,22.0,364.0,965.0,24.6,7.8,2.3
2016-01-31,16.0,200.2,963.8,26.0,7.1,1.9
2016-02-29,20.0,268.8,965.7,25.5,7.3,1.7
2016-03-31,10.0,131.4,968.1,23.3,6.8,1.8
2016-04-30,9.0,108.8,967.5,24.2,6.9,1.8
2016-05-31,18.0,312.0,971.2,17.1,7.2,1.7
2016-06-30,10.0,76.0,973.3,15.0,8.2,1.7
2016-07-31,5.0,38.8,970.7,18.0,7.9,2.0
2016-08-31,11.0,272.4,969.4,19.2,8.4,2.6
2016-09-30,6.0,51.0,970.4,19.9,8.9,2.3
