Data Medicao,"NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número)","PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)"
2010-06-30,1.0,0.39999999999999997,978.8666666666667,26.933333333333337,7.9,2.9333333333333336
2010-07-31,1.0,0.4,978.6,26.6,9.0,3.9
2010-08-31,5.0,0.0,978.5,27.3,8.7,3.9
2010-09-30,0.0,0.0,976.6,28.8,9.4,4.2
2010-10-31,6.0,15.2,974.7,29.5,8.3,3.0
2010-11-30,8.0,30.6,973.3,28.8,8.4,2.8
2010-12-31,16.0,52.0,973.1,26.5,7.7,2.3
2011-01-31,15.0,96.6,973.9,26.3,7.7,2.3
2011-02-28,21.0,199.8,974.9,25.0,6.9,1.9
2011-03-31,18.0,245.4,974.8,25.3,6.8,1.8
2011-04-30,11.0,97.6,975.5,25.5,6.4,2.0
2011-05-31,4.0,28.8,976.3,25.8,8.0,2.5
2011-06-30,0.0,0.0,977.6,26.3,8.1,2.9
2011-07-31,0.0,0.0,978.0,26.1,8.2,3.3
2011-08-31,0.0,0.0,977.8,27.7,7.7,3.3
2011-09-30,0.0,0.0,977.7,28.6,8.5,3.8
2011-10-31,8.0,74.0,974.1,28.9,7.8,3.0
2011-11-30,7.0,64.0,974.5,27.0,8.0,2.6
2011-12-31,7.0,49.0,974.1,27.8,8.1,2.7
2012-01-31,11.0,61.2,974.7,27.1,8.6,2.6
2012-02-29,14.0,161.8,974.9,25.7,7.7,2.3
2012-03-31,12.0,58.0,975.2,27.0,6.8,2.2
2012-04-30,2.0,27.8,974.9,27.8,6.5,2.2
2012-05-31,0.0,0.0,976.4,28.2,7.7,2.8
2012-06-30,0.0,0.0,977.8,28.0,6.7,2.9
2012-07-31,1.0,0.2,978.2,27.3,7.1,3.4
