Data Medicao,"NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número)","PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)"
2017-02-28,2.0,5.6000000000000005,1012.6999999999999,24.833333333333332,8.0,3.5
2017-03-31,9.0,31.8,1009.9,25.9,9.1,3.4
2017-04-30,14.0,71.2,1011.8,24.2,7.2,2.7
2017-05-31,13.0,162.4,1013.6,22.2,6.4,2.5
2017-06-30,10.0,106.0,1015.7,22.2,6.9,2.7
2017-07-31,26.0,207.0,1021.1,19.8,8.1,2.5
2017-08-31,7.0,12.0,1016.0,20.3,7.066666666666667,2.5
2017-09-30,16.0,32.8,1018.0,21.3,8.633333333333333,2.966666666666667
2017-10-31,9.0,54.0,1011.7,24.0,9.3,4.3
2017-11-30,19.0,187.0,1009.7,23.4,9.7,3.6
2017-12-31,12.0,174.6,1008.3,24.9,8.5,3.3
2018-01-31,10.0,62.8,1008.9,26.3,8.7,3.8
2018-02-28,13.0,173.6,1008.7,25.3,8.0,3.0
2018-03-31,16.0,154.6,1008.3,25.8,7.3,2.4
2018-04-30,23.0,189.2,1012.9,23.8,5.9,2.1
2018-05-31,17.0,213.2,1014.5,22.1,7.4,2.3
2018-06-30,14.0,42.6,1015.6,22.0,6.9,2.6
2018-07-31,3.0,3.2,1015.8,21.4,7.4,2.6
2018-08-31,17.0,128.4,1016.0,21.3,7.7,2.5
2018-09-30,6.0,46.6,1012.3,22.8,9.2,3.3
2018-10-31,13.0,139.4,1010.7,23.6,9.2,3.5
2018-11-30,14.0,293.2,1010.9,24.2,8.8,3.0
2018-12-31,11.0,118.6,1009.4,25.3,8.0,3.4
2019-01-31,2.0,0.6,1011.2,27.2,8.7,4.2
