Data Medicao,"NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número)","PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)"
2010-01-31,9.0,63.0,944.4,25.0,7.5,3.0
2010-02-28,8.0,44.0,944.0,25.8,8.9,2.9
2010-03-31,9.0,38.6,943.9,26.9,8.1,2.8
2010-04-30,13.0,105.6,944.3,25.2,7.1,2.2
2010-05-31,2.0,13.8,944.9,25.2,6.8,2.0
2010-06-30,16.0,138.4,947.4,22.6,8.1,2.0
2010-07-31,12.0,20.8,947.5,21.6,7.5,2.2
2010-08-31,2.0,0.8,947.9,22.0,9.0,2.5
2010-09-30,5.0,7.0,946.6,23.2,7.8,1.9666666666666666
2010-10-31,5.0,148.4,944.7,25.3,8.033333333333333,2.9
2010-11-30,0.0,0.0,943.3,25.6,8.366666666666667,3.3666666666666667
2010-12-31,6.0,156.4,942.3,25.2,8.933333333333332,3.1666666666666665
2011-01-31,11.0,217.2,942.7,24.9,8.5,3.1666666666666665
2011-02-28,13.0,101.2,943.5,24.7,7.666666666666667,2.5333333333333337
2011-03-31,7.0,73.33333333333333,943.1,25.0,7.966666666666666,2.9
2011-04-30,8.0,38.93333333333333,947.3333333333334,24.1,7.366666666666667,2.3000000000000003
2011-05-31,18.0,181.0,944.9,23.0,6.3999999999999995,1.9000000000000001
2011-06-30,6.2894736842105265,45.71223021582734,945.4993710691822,24.97914110429448,7.544171779141103,2.721476510067114
2011-07-31,1.0,2.3333333333333335,944.3666666666667,24.833333333333332,8.333333333333334,3.5999999999999996
2011-08-31,6.2894736842105265,45.71223021582734,945.4993710691822,24.97914110429448,7.544171779141103,2.721476510067114
2011-09-30,4.0,4.0,947.5,23.1,7.033333333333334,2.5
2011-10-31,4.0,43.0,944.0,24.9,8.3,2.8000000000000003
2011-11-30,5.0,50.6,943.9,25.1,7.7,3.9
2011-12-31,0.0,0.0,943.8,26.1,7.9,4.1
2012-01-31,8.0,90.6,944.2,25.3,8.4,3.4
2012-02-29,6.0,20.4,943.9,25.0,7.3,3.0
2012-03-31,2.0,0.8,944.3,25.9,8.6,3.2
2012-04-30,1.0,5.0,944.3,26.2,7.6,2.8
2012-05-31,7.0,33.6,945.8,25.3,6.7,2.9
2012-06-30,8.0,15.2,947.2,23.7,8.1,2.5
2012-07-31,8.0,12.4,947.5,22.5,8.0,2.6
2012-08-31,5.0,8.2,948.6,22.6,7.7,3.2
2012-09-30,0.0,0.0,947.9,24.0,7.8,3.7
2012-10-31,1.0,0.2,945.3,25.1,8.8,4.1
2012-11-30,1.0,4.0,943.7,26.4,8.1,4.6
2012-12-31,1.0,2.8,943.5,26.7,8.3,4.1
2013-01-31,5.0,70.8,944.4,26.6,8.8,3.8
2013-02-28,4.0,4.8,943.7,26.9,8.8,4.0
2013-03-31,3.0,78.6,944.2,27.1,8.3,3.5
2013-04-30,8.0,75.6,944.7,26.2,7.1,2.8
2013-05-31,9.0,41.2,945.8,24.4,7.2,2.3
2013-06-30,12.0,55.2,946.7,23.4,8.4,2.3
2013-07-31,12.0,25.8,947.8,22.2,8.4,2.3
2013-08-31,2.0,4.6,947.2,23.2,7.1,3.0
2013-09-30,2.0,1.0,946.9,24.3,7.6,3.6
2013-10-31,3.0,15.8,945.7,25.4,8.1,4.2
2013-11-30,2.0,5.6,943.9,25.3,8.3,4.5
2013-12-31,5.0,85.6,944.0,25.7,8.6,4.1
2014-01-31,5.0,19.6,944.7,25.7,8.1,3.4
2014-02-28,7.0,43.2,943.8,25.3,7.6,3.0
2014-03-31,12.0,102.4,944.5,25.6,6.9,2.7
2014-04-30,12.0,135.2,944.9,25.0,7.7,2.1
2014-05-31,16.0,82.4,945.5,23.8,7.1,2.0
2014-06-30,9.0,7.8,947.0,22.9,6.1,2.2
2014-07-31,9.0,19.8,949.0,22.6,6.5,2.5
2014-08-31,3.0,9.2,948.3,22.8,6.8,2.9
2014-09-30,6.2894736842105265,45.71223021582734,945.4993710691822,24.97914110429448,7.544171779141103,2.721476510067114
2014-10-31,3.0,21.46666666666667,944.5666666666667,25.1,8.8,3.8000000000000003
2014-11-30,5.0,18.0,944.6,25.6,8.3,3.9
2014-12-31,2.0,42.666666666666664,946.0,25.0,7.7,2.5
2015-01-31,6.0,8.533333333333333,946.5666666666666,26.166666666666668,7.8,3.8333333333333335
2015-02-28,7.333333333333333,113.53333333333335,944.7000000000002,25.766666666666666,8.2,2.5
2015-03-31,6.0,30.933333333333334,944.6,26.5,8.3,3.1
2015-04-30,6.0,96.2,944.8,26.4,7.1,2.6
2015-05-31,2.0,7.6,946.0,25.8,8.0,2.8
2015-06-30,12.0,61.2,947.9,23.4,6.6,2.5
2015-07-31,11.0,63.0,948.2,22.6,7.3,2.5
2015-08-31,5.0,8.8,947.9,23.1,6.9,2.8
2015-09-30,0.0,0.0,946.8,25.0,7.7,3.8
2015-10-31,0.0,0.0,946.2,25.7,8.0,4.0
2015-11-30,0.0,0.0,944.3,26.9,8.1,4.4
2015-12-31,4.0,111.2,945.7,26.4,9.5,4.0
2016-01-31,6.0,137.79999999999998,943.9666666666667,25.8,9.6,3.1999999999999997
2016-02-29,14.666666666666666,127.66666666666667,944.3666666666667,25.2,5.5,1.3333333333333333
2016-03-31,7.0,60.93333333333334,945.5,26.8,7.0,2.7
2016-04-30,6.0,11.0,945.0,25.9,6.9,2.5
2016-05-31,12.0,54.0,946.9,24.7,7.6,2.3
2016-06-30,3.6666666666666665,8.666666666666666,948.2,24.1,7.6,2.7
2016-07-31,1.0,0.8,948.1,23.5,8.0,2.9
2016-08-31,2.0,0.4,947.8,24.1,8.5,3.0
2016-09-30,1.0,6.6,947.1,25.4,7.4,3.6
2016-10-31,1.0,0.8,945.2,26.2,7.8,4.4
2016-11-30,0.0,0.0,944.2,26.7,8.3,4.5
2016-12-31,3.0,7.0,944.1,26.9,8.5,4.0
2017-01-31,7.0,24.8,944.3,26.9,7.8,3.4
2017-02-28,6.0,46.6,944.0,27.1,7.8,3.3
2017-03-31,11.0,76.8,944.1,26.7,8.4,2.7
2017-04-30,11.0,166.8,944.7,25.8,8.9,2.4
2017-05-31,11.0,74.8,945.9,24.9,6.4,2.4
2017-06-30,15.0,46.2,947.2,22.9,7.1,2.4
2017-07-31,18.0,85.6,949.5,21.0,8.5,3.0
2017-08-31,2.0,14.8,947.8,22.9,6.5,2.5
2017-09-30,5.0,4.6,948.0,23.5,7.6,3.4
2017-10-31,0.0,0.0,945.6,25.6,8.0,3.8
2017-11-30,1.0,11.0,944.0,26.5,8.1,4.5
2017-12-31,3.3333333333333335,18.333333333333332,944.2666666666668,25.666666666666668,7.9,3.6333333333333333
2018-01-31,5.333333333333333,25.333333333333332,946.2999999999998,23.266666666666666,7.2,1.7999999999999998
2018-02-28,6.2894736842105265,45.71223021582734,945.4993710691822,24.97914110429448,7.544171779141103,2.721476510067114
2018-03-31,1.0,2.3333333333333335,944.3666666666667,24.833333333333332,8.333333333333334,3.5999999999999996
2018-04-30,15.0,96.8,945.3,24.0,6.0,1.7
2018-05-31,11.0,116.6,946.4,23.2,6.8,2.0
2018-06-30,3.0,1.6,947.9,22.9,6.6,2.5
2018-07-31,3.0,2.2,948.0,23.0,7.3,2.7
2018-08-31,1.0,0.2,948.1,24.1,6.9,3.0
2018-09-30,0.0,0.0,946.0,24.9,8.1,3.5
2018-10-31,3.0,3.4,944.8,26.3,7.9,3.9
2018-11-30,2.0,51.6,944.2,26.3,7.9,4.1
2018-12-31,5.0,35.6,945.0,26.3,7.7,3.3
2019-01-31,5.0,108.6,945.5,26.0,10.5,2.8
2019-02-28,10.0,67.0,944.5,26.1,10.4,2.6
2019-03-31,13.0,174.2,944.9,25.9,7.7,2.2
2019-04-30,16.0,91.0,944.9,25.5,5.6,1.9
2019-05-31,7.0,38.2,945.4,24.8,5.7,2.0
2019-06-30,5.0,25.0,947.8,23.5,7.2,2.3
2019-07-31,14.0,43.4,947.9,22.6,6.7,2.6
2019-08-31,8.0,6.6,949.2,22.4,8.0,2.8
2019-09-30,0.0,0.0,947.1,24.6,7.3,3.4
2019-10-31,1.0,0.2,945.2,25.7,8.2,3.9
2019-11-30,0.0,0.0,943.6,26.8,8.0,3.9
2019-12-31,0.0,0.0,943.9,27.0,8.5,3.8
2020-01-31,5.333333333333333,50.0,944.4,27.0,8.1,3.2
2020-02-29,9.0,114.46666666666665,944.6,26.5,7.4,2.5
2020-03-31,12.0,5.6,944.6,25.2,6.4,1.6
2020-04-30,11.666666666666666,65.33333333333333,945.4,25.0,5.7,1.8
2020-05-31,9.666666666666666,51.86666666666667,946.6,23.8,6.4,1.7
2020-06-30,4.0,1.6,947.2,22.4,6.5,2.0
2020-07-31,8.333333333333334,34.46666666666667,947.3,21.9,7.2,2.3
2020-08-31,4.666666666666667,20.26666666666667,947.4,22.8,7.7,2.7
2020-09-30,6.0,25.8,946.9,23.8,7.9,2.9
2020-10-31,1.3333333333333333,1.2,945.1,25.9,8.0,3.8
2020-11-30,2.6666666666666665,20.066666666666666,944.4,26.0,7.5,3.5
2020-12-31,4.0,51.73333333333333,944.4,26.0,8.3,4.1
2021-01-31,4.666666666666667,94.80000000000001,943.9,26.3,8.3,3.5
2021-02-28,8.333333333333334,120.40000000000002,943.8,26.2,8.2,3.3
2021-03-31,7.0,70.53333333333335,944.1,25.6,9.0,2.7
2021-04-30,7.0,47.666666666666664,944.6,24.7,7.1,2.2
2021-05-31,9.0,31.73333333333333,945.6999999999999,24.633333333333336,6.4,1.8999999999999997
2021-06-30,9.0,31.73333333333333,945.6999999999999,24.633333333333336,6.4,1.8999999999999997
2021-07-31,7.333333333333333,29.0,946.6,24.066666666666663,6.2,1.6333333333333335
2021-08-31,6.2894736842105265,45.71223021582734,945.4993710691822,24.97914110429448,7.544171779141103,2.721476510067114
2021-09-30,6.2894736842105265,45.71223021582734,945.4993710691822,24.97914110429448,7.544171779141103,2.721476510067114
2021-10-31,6.2894736842105265,45.71223021582734,945.4993710691822,24.97914110429448,7.544171779141103,2.721476510067114
