Data Medicao,"NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número)","PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)"
2010-01-31,22.0,441.8,903.1,22.5,6.5,2.0
2010-02-28,16.0,202.6,903.3,23.2,7.5,2.1
2010-03-31,18.0,223.2,902.4,23.1,7.2,2.1
2010-04-30,6.0,40.8,904.7,21.1,5.4,2.0
2010-05-31,5.0,36.6,904.5,19.3,6.6,1.8
2010-06-30,3.0,12.2,907.5,18.4,6.2,2.0
2010-07-31,2.0,3.4,907.7,20.0,6.9,2.6
2010-08-31,0.3333333333333333,0.0,907.0,20.7,6.1,2.4
2010-09-30,8.0,116.0,904.5,22.6,7.2,2.6
2010-10-31,15.0,167.4,902.3,21.9,9.1,2.2
2010-11-30,21.0,249.6,900.6,21.9,6.4,2.2
2010-12-31,20.0,299.6,899.5,23.0,6.4,1.9
2011-01-31,25.0,322.2,900.8,22.5,6.3,2.1
2011-02-28,15.0,170.4,902.4,22.9,5.8,1.6
2011-03-31,25.0,409.0,901.8,21.1,5.3,1.6
2011-04-30,13.0,133.4,904.2,21.4,7.6,1.7
2011-05-31,2.0,1.8,905.4,19.0,4.7,1.5
2011-06-30,6.0,36.4,905.9,17.5,7.5,1.9
2011-07-31,1.0,0.6,906.3,19.5,6.0,2.2
2011-08-31,4.0,25.4,905.7,21.5,7.0,2.4
2011-09-30,4.0,15.4,905.9,22.5,6.4,2.5
2011-10-31,14.0,160.6,902.4,21.4,7.0,2.4
2011-11-30,15.0,153.2,901.9,20.9,7.0,2.3
2011-12-31,23.0,291.4,901.1,21.5,6.8,2.1
2012-01-31,26.0,330.8,902.3,20.5,6.2,2.0
2012-02-29,11.0,132.6,903.1,22.7,7.8,2.0
2012-03-31,15.0,197.6,903.6,21.9,6.0,1.8
2012-04-30,9.0,51.4,903.6,21.6,7.2,1.9
2012-05-31,7.0,32.8,906.1,18.0,5.4,1.8
2012-06-30,9.0,93.2,906.4,19.1,6.0,2.0
2012-07-31,3.0,35.6,906.5,18.9,6.4,2.2
2012-08-31,0.3333333333333333,0.0,908.6,19.6,6.6,2.6
2012-09-30,7.0,81.4,905.6,22.7,6.3,2.6
2012-10-31,7.0,85.4,902.6,24.6,6.8,2.5
2012-11-30,13.0,190.2,900.5,22.7,6.0,2.4
2012-12-31,22.0,280.0,901.7,23.4,5.9,1.9
2013-01-31,22.0,267.6,901.9,22.4,6.9,2.3
2013-02-28,20.0,285.2,902.8,22.4,7.2,1.8
2013-03-31,21.0,271.6,903.1,22.2,5.5,2.1
2013-04-30,12.0,118.2,904.4,20.3,4.9,1.8
2013-05-31,5.0,127.0,905.0,19.8,6.3,1.9
2013-06-30,7.0,81.4,905.9,19.6,5.6,2.0
2013-07-31,5.0,12.4,907.2,18.3,5.8,2.0
2013-08-31,1.0,21.0,906.1,20.1,6.3,2.4
2013-09-30,8.0,68.2,905.0,21.3,6.4,2.6
2013-10-31,13.0,111.0,903.5,21.5,6.6,2.4
2013-11-30,18.0,159.0,901.7,21.9,6.2,2.2
2013-12-31,11.0,128.4,900.2,22.8,6.4,2.1
2014-01-31,11.333333333333334,124.2,903.8,23.8,6.0,2.0
2014-02-28,8.666666666666666,179.53333333333333,903.0,24.2,5.4,2.2
2014-03-31,14.333333333333334,152.66666666666666,903.4,22.6,7.2,2.1
2014-04-30,12.0,129.0,904.1,21.5,6.4,1.8
2014-05-31,4.0,13.8,905.0,19.6,5.1,1.9
2014-06-30,2.0,7.8,906.4,19.6,5.3,2.2
2014-07-31,6.0,61.4,908.3,18.4,6.4,2.1
2014-08-31,0.0,0.0,906.8,21.6,5.8,2.2
2014-09-30,8.0,46.0,904.6,23.0,7.5,2.5
2014-10-31,5.0,23.4,904.0,24.2,6.3,2.5
2014-11-30,16.0,227.0,901.8,22.5,8.2,2.2
2014-12-31,18.0,219.8,902.6,22.5,7.0,2.3
2015-01-31,9.0,189.6,904.0,24.9,5.1,1.9
2015-02-28,26.0,90.8,903.0,22.6,8.0,2.4
2015-03-31,19.0,136.0,903.3,21.6,6.0,1.9
2015-04-30,13.0,138.4,903.9,21.6,5.1,1.6
2015-05-31,10.0,81.0,905.8,19.1,6.2,1.8
2015-06-30,4.0,30.0,908.0,19.0,5.8,2.1
2015-07-31,2.0,13.0,907.0,19.8,6.1,2.0
2015-08-31,1.0,2.2,906.7,21.1,5.4,2.1
2015-09-30,9.0,131.0,903.7,23.5,7.1,2.2
2015-10-31,5.0,136.8,903.5,25.3,6.9,2.2
2015-11-30,20.0,235.0,901.8,23.1,6.4,2.0
2015-12-31,16.0,161.2,903.6,22.8,7.7,2.3
2016-01-31,27.0,331.0,901.3,22.5,6.6,2.4
2016-02-29,19.0,176.4,903.9,23.4,6.3,1.4
2016-03-31,19.0,311.8,904.5,22.8,6.1,1.7
2016-04-30,5.0,10.8,904.6,23.2,4.8,1.5
2016-05-31,11.0,32.2,906.3,19.8,5.9,1.5
2016-06-30,7.0,59.4,907.6,18.2,5.9,1.5
2016-07-31,1.0,0.2,907.1,20.1,6.0,2.0
2016-08-31,8.0,26.4,905.8,20.9,6.4,2.3
2016-09-30,4.0,2.4,904.9,22.8,6.5,2.1
2016-10-31,12.0,174.0,902.7,22.6,6.9,2.0
2016-11-30,20.0,81.6,902.0,21.8,6.3,1.7
2016-12-31,16.0,66.2,902.4,22.8,5.7,2.0
2017-01-31,18.0,220.6,903.1,22.4,6.2,1.6
2017-02-28,10.0,172.8,903.0,23.4,6.0,2.0
2017-03-31,6.666666666666667,87.0,903.3,22.9,5.2,1.5
2017-04-30,12.0,163.53333333333333,904.3,21.9,5.7,1.6
2017-05-31,4.333333333333333,55.93333333333333,905.1,20.3,6.4,1.5
2017-06-30,4.0,24.8,907.3,18.9,5.3,1.8
2017-07-31,1.0,0.4,910.5,17.1,5.7,2.0
2017-08-31,3.0,4.2,905.8,21.0,6.0,2.0
2017-09-30,2.0,20.6,906.6,23.1,6.0,2.4
2017-10-31,13.0,133.8,902.9,23.8,6.7,2.1
2017-11-30,16.0,161.4,901.3,22.1,7.0,2.2
2017-12-31,19.0,289.4,901.3,22.6,10.6,1.8
2018-01-31,21.0,292.4,902.5,22.5,7.9,1.9
2018-02-28,19.0,247.0,901.9,22.3,5.6,1.7
2018-03-31,14.0,205.8,902.4,23.6,5.3,1.6
2018-04-30,5.0,35.2,905.3,21.4,4.7,1.5
2018-05-31,2.0,21.0,906.4,19.9,5.3,1.7
2018-06-30,6.0,13.6,907.2,20.2,5.6,1.7
2018-07-31,0.0,0.0,907.2,20.2,5.3,1.9
2018-08-31,9.0,62.6,906.6,19.8,6.3,1.9
2018-09-30,11.0,61.4,903.5,22.0,7.3,2.0
2018-10-31,19.0,204.0,902.5,22.8,6.0,2.0
2018-11-30,21.0,413.4,902.3,21.6,7.0,2.3
2018-12-31,20.0,201.6,902.8,23.1,7.9,1.8
2019-01-31,15.0,117.8,904.6,24.2,6.5,1.7
2019-02-28,16.0,230.0,902.7,23.0,6.9,1.8
2019-03-31,21.0,219.6,904.1,22.4,4.8,1.5
2019-04-30,11.0,167.2,903.8,22.5,5.5,1.3
2019-05-31,10.0,73.2,904.8,20.9,4.9,1.2
2019-06-30,2.0,9.6,905.2666666666668,21.23333333333333,5.4,2.0333333333333337
2019-07-31,11.648484848484848,132.9165644171779,904.1297752808988,21.707821229050282,6.23,1.8910112359550564
2019-08-31,11.648484848484848,132.9165644171779,904.1297752808988,21.707821229050282,6.23,1.8910112359550564
2019-09-30,11.648484848484848,132.9165644171779,904.1297752808988,21.707821229050282,6.23,1.8910112359550564
2019-10-31,7.0,59.199999999999996,904.0666666666666,23.266666666666666,6.0,2.1999999999999997
2019-11-30,17.0,240.4,901.6,23.0,6.7,1.9
