Nome: SANTANA DA BOA VISTA
Codigo Estacao: B821
Latitude: -30.85861111
Longitude: -53.15555555
Altitude: 138
Situacao: Operante
Data Inicial: 2025-09-16
Data Final: 2026-04-01
Periodicidade da Medicao: Mensal

Data Medicao;NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número);PRECIPITACAO TOTAL, MENSAL (AUT)(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB);TEMPERATURA MEDIA, MENSAL (AUT)(°C);VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s);VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s);
2025-09-30;null;null;null;null;null;null;
2025-10-31;null;null;null;17,3;7,5;null;
2025-11-30;null;86,4;971,1;19,3;5,9;2,4;
2025-12-31;null;259,3;967,5;23,1;6,1;2;
2026-01-31;null;36,7;971,6;22,5;5,5;2,2;
2026-02-28;null;65;970,4;22,9;5,8;2,1;
2026-03-31;null;105,8;971,2;21,9;5,3;2,2;
2026-04-30;null;70,4;972,4;18,9;10,4;1,8;

