Nome: LUCAS DO RIO VERDE
Codigo Estacao: A955
Latitude: -13.07499999
Longitude: -55.91138888
Altitude: 393
Situacao: Operante
Data Inicial: 2025-12-02
Data Final: 2026-04-01
Periodicidade da Medicao: Mensal

Data Medicao;NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número);PRECIPITACAO TOTAL, MENSAL (AUT)(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB);TEMPERATURA MEDIA, MENSAL (AUT)(°C);VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s);VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s);
2025-12-31;22;278;966,7;25;5,3;1,8;
2026-01-31;22;331,8;967,7;25,4;null;null;
2026-02-28;24;212,8;968;25,5;null;null;
2026-03-31;26;275;967;25,6;null;null;
2026-04-30;17;148,8;968;25,7;null;null;

