Nome: NOVA CANAA DO NORTE
Codigo Estacao: A953
Latitude: -10.62444443
Longitude: -55.72416666
Altitude: 270
Situacao: Operante
Data Inicial: 2025-12-15
Data Final: 2026-04-01
Periodicidade da Medicao: Mensal

Data Medicao;NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número);PRECIPITACAO TOTAL, MENSAL (AUT)(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB);TEMPERATURA MEDIA, MENSAL (AUT)(°C);VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s);VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s);
2025-12-31;null;null;null;null;null;null;
2026-01-31;null;null;null;null;null;null;
2026-02-28;24;204,6;980,8;25,1;7,3;1,6;
2026-03-31;24;155,2;979,5;25,7;8,4;1,6;
2026-04-30;21;143,6;980,2;25,8;6,2;1,3;

