Nome: AMAMBAI - NOVO HORIZONTE
Codigo Estacao: A772
Latitude: -23.1211111
Longitude: -54.86555555
Altitude: 
Situacao: Operante
Data Inicial: 2026-02-17
Data Final: 2026-04-01
Periodicidade da Medicao: Mensal

Data Medicao;NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número);PRECIPITACAO TOTAL, MENSAL (AUT)(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB);TEMPERATURA MEDIA, MENSAL (AUT)(°C);VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s);VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s);
2026-02-28;4;null;null;null;null;null;
2026-03-31;8;79,6;958;26,4;8,2;2,8;
2026-04-30;9;98,8;960,3;23,5;9,7;3;

