Nome: PINHEIRO MACHADO
Codigo Estacao: B823
Latitude: -31.57472221
Longitude: -53.38833333
Altitude: 419
Situacao: Operante
Data Inicial: 2025-09-16
Data Final: 2026-04-01
Periodicidade da Medicao: Mensal

Data Medicao;NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número);PRECIPITACAO TOTAL, MENSAL (AUT)(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB);TEMPERATURA MEDIA, MENSAL (AUT)(°C);VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s);VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s);
2025-09-30;null;null;null;null;null;null;
2025-10-31;null;null;null;16,2;8,3;null;
2025-11-30;null;74,9;965,1;18;8,5;2,8;
2025-12-31;null;259,7;961;21,9;6,8;2,3;
2026-01-31;null;40,5;964,9;21,2;9;2,6;
2026-02-28;null;62,8;963,7;22;5,7;2,4;
2026-03-31;null;88,3;964,6;21,1;6;2,6;
2026-04-30;null;60,7;null;19;8;2,4;

