Data Medicao,"NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número)","PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)"
2010-01-31,28.0,430.8,988.3,25.9,4.6,1.3
2010-02-28,22.0,361.4,987.8,26.0,5.8,1.3
2010-03-31,22.0,345.4,988.4,26.5,6.1,1.3
2010-04-30,7.0,35.8,989.3,26.7,5.1,1.3
2010-05-31,5.0,140.4,990.3,25.6,5.8,1.4
2010-06-30,0.0,0.0,991.8,25.6,4.7,1.2
2010-07-31,2.0,4.0,991.6,24.3,4.7,1.3
2010-08-31,2.0,1.8,990.8,25.7,6.1,1.3
2010-09-30,4.0,47.8,988.0,28.8,8.7,1.4
2010-10-31,14.0,117.6,988.1,27.0,8.0,1.4
2010-11-30,17.0,118.2,986.8,26.8,4.8,1.4
2010-12-31,17.0,151.4,986.3,26.3,5.1,1.4
2011-01-31,21.0,329.06666666666666,987.1,25.3,6.1,1.3
2011-02-28,24.0,405.2,988.1,25.2,5.2,1.3
2011-03-31,23.0,190.2,987.5,25.6,5.0,1.3
2011-04-30,20.0,223.6,988.9,26.0,9.0,1.2
2011-05-31,3.0,11.733333333333333,990.2,25.5,5.4,1.3
2011-06-30,3.0,33.4,990.7,25.4,6.2,1.3
2011-07-31,1.0,0.0,990.4,26.2,5.7,1.3
2011-08-31,3.0,9.8,990.4,26.9,5.9,1.5
2011-09-30,5.0,22.599999999999998,990.0,27.6,6.0,1.3
2011-10-31,8.0,104.53333333333335,987.2,27.46666666666667,6.5,1.4
2011-11-30,14.0,95.6,987.0,26.8,4.5,1.4
2011-12-31,27.0,446.4,987.5,25.8,6.2,1.3
2012-01-31,27.0,377.8,988.1,25.2,4.8,1.3
2012-02-29,25.0,292.4,988.4,24.6,5.1,1.2
2012-03-31,21.0,239.0,989.4,25.6,4.6,1.3
2012-04-30,16.0,141.6,989.1,26.1,6.0,1.2
2012-05-31,12.0,30.6,990.3,25.6,4.1,1.1
2012-06-30,5.0,18.0,991.5,25.2,5.3,1.2
2012-07-31,1.0,9.4,991.6,25.0,4.9,1.3
2012-08-31,1.0,0.0,991.1,27.2,4.8,1.4
2012-09-30,6.0,38.6,990.1,28.3,6.2,1.4
2012-10-31,12.0,222.6,988.0,27.5,6.4,1.3
2012-11-30,23.0,249.4,987.2,26.3,6.2,1.3
2012-12-31,20.0,162.2,987.3,26.2,5.1,1.3
2013-01-31,28.0,429.6,988.6,25.9,5.5,1.3
2013-02-28,26.0,353.6,988.2,25.7,5.1,1.3
2013-03-31,18.0,270.6,988.9,26.3,5.8,1.3
2013-04-30,6.0,15.600000000000001,991.0666666666666,26.266666666666666,4.2,1.2999999999999998
2013-05-31,5.0,2.8000000000000003,990.5,26.03333333333333,4.3,1.3
2013-06-30,7.333333333333333,79.60000000000001,991.0333333333334,26.166666666666668,3.6,1.2666666666666666
2013-07-31,5.0,63.4,992.3,24.8,5.1,1.2
2013-08-31,1.6666666666666667,11.733333333333333,990.9,25.7,6.4,1.4
2013-09-30,8.0,55.4,989.7,27.5,5.0,1.3
2013-10-31,21.0,280.0,988.9,26.7,6.3,1.4
2013-11-30,23.0,277.2,987.0,25.7,6.0,1.4
2013-12-31,24.0,363.4,987.6,26.3,4.9,1.4
2014-01-31,25.0,356.6,989.2,25.4,4.1,1.3
2014-02-28,24.0,369.8,988.5,25.3,7.7,1.3
2014-03-31,27.0,444.4,988.8,25.9,5.0,1.3
2014-04-30,18.0,140.8,989.7,26.2,5.4,1.2
2014-05-31,18.0,142.6,990.2,25.4,5.6,1.2
2014-06-30,5.0,32.4,991.1,25.6,4.1,1.3
2014-07-31,3.0,19.4,992.9,25.1,5.9,1.3
2014-08-31,3.0,12.2,990.9,26.9,5.0,1.3
2014-09-30,5.0,29.2,989.2,28.7,6.0,1.3
2014-10-31,15.0,93.6,988.9,27.6,6.2,1.4
2014-11-30,22.0,309.2,987.8,26.4,5.3,1.4
2014-12-31,25.0,323.4,988.3,26.1,5.9,1.4
2015-01-31,21.0,258.2,989.9,25.8,5.9,1.3
