Data Medicao,"NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número)","PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)"
2010-01-31,12.333333333333334,131.26666666666668,952.6666666666666,22.26666666666667,6.6,2.233333333333333
2010-02-28,12.333333333333334,131.26666666666668,952.6666666666666,22.26666666666667,6.6,2.233333333333333
2010-03-31,10.666666666666666,179.66666666666666,951.3333333333334,22.26666666666667,6.7,2.1666666666666665
2010-04-30,11.666666666666666,143.0666666666667,952.7666666666668,21.333333333333332,5.2,1.9333333333333336
2010-05-31,14.333333333333334,158.73333333333332,953.0,20.833333333333332,5.4,1.9333333333333336
2010-06-30,14.333333333333334,158.73333333333332,953.0,20.833333333333332,5.4,1.9333333333333336
2010-07-31,14.666666666666666,132.53333333333333,951.8000000000001,23.366666666666664,5.6,1.9666666666666668
2010-08-31,10.666666666666666,200.6,950.1,25.566666666666663,6.2,1.9333333333333336
2010-09-30,12.333333333333334,142.33333333333334,951.0666666666666,24.433333333333334,5.9,2.066666666666667
2010-10-31,12.0,96.46666666666665,951.2333333333332,23.466666666666665,6.3,2.1333333333333333
2010-11-30,8.0,153.13333333333333,950.4333333333334,24.3,7.6,1.8333333333333333
2010-12-31,20.0,206.2,947.0,23.8,8.3,2.1
2011-01-31,19.0,181.6,947.9,24.7,6.3,1.7
2011-02-28,19.0,307.8,949.7,24.6,5.4,1.8
2011-03-31,15.0,244.0,950.0,24.0,5.2,2.2
2011-04-30,10.0,92.8,952.3,22.8,7.1,1.8
2011-05-31,3.0,14.6,954.7,19.4,5.2,1.7
2011-06-30,9.0,133.6,954.4,17.4,6.4,2.1
2011-07-31,9.0,149.2,954.2,19.4,5.4,2.1
2011-08-31,9.0,39.8,953.6,20.4,6.6,2.4
2011-09-30,6.0,29.0,954.2,22.3,6.6,2.3
2011-10-31,13.0,205.4,950.0,23.0,8.2,2.4
2011-11-30,7.0,110.8,950.0,23.5,6.7,2.3
2011-12-31,10.0,44.2,948.5,25.2,5.8,2.1
2012-01-31,17.0,138.6,949.4,23.9,5.9,2.3
2012-02-29,7.0,175.0,950.3,25.9,7.6,2.0
2012-03-31,9.0,62.6,951.6,24.7,7.4,1.9
2012-04-30,11.0,143.8,951.6,22.6,6.4,1.9
2012-05-31,8.0,74.4,954.9,19.5,5.5,2.1
2012-06-30,14.0,286.8,954.5,18.4,5.5,1.8
2012-07-31,6.0,19.2,955.1,18.5,5.4,1.9
2012-08-31,2.0,2.6,956.9,22.5,6.1,2.7
2012-09-30,6.0,67.2,953.6,23.8,7.8,2.5
2012-10-31,9.0,52.2,950.2,25.3,6.8,2.3
2012-11-30,10.0,99.2,948.9,24.7,6.7,2.1
2012-12-31,15.0,162.6,948.8,26.0,6.8,2.0
2013-01-31,11.0,97.0,950.0,24.3,7.2,2.2
2013-02-28,19.0,373.2,950.4,23.9,6.0,1.9
2013-03-31,15.0,205.2,951.0,23.8,6.1,2.1
2013-04-30,8.0,148.6,953.1,21.9,5.3,2.0
2013-05-31,13.0,170.6,953.6,20.6,5.2,1.9
2013-06-30,18.0,255.0,954.4,18.7,6.4,1.7
2013-07-31,7.0,80.8,956.5,18.0,5.5,2.0
2013-08-31,2.0,2.2,954.9,19.4,6.3,2.6
2013-09-30,8.0,75.4,953.1,22.2,7.0,2.4
2013-10-31,10.0,209.8,951.7,23.1,8.7,2.4
2013-11-30,9.0,73.6,949.8,24.5,7.1,2.6
2013-12-31,15.0,70.4,948.0,25.6,5.2,2.1
2014-01-31,18.0,170.8,951.4,25.4,5.5,1.8
2014-02-28,13.0,180.0,950.5,26.3,6.2,2.2
2014-03-31,12.0,307.6,951.3,24.2,4.9,2.0
2014-04-30,10.0,147.6,952.9,22.7,7.9,2.0
2014-05-31,9.0,114.6,953.8,19.7,6.7,2.0
2014-06-30,11.0,127.0,954.6,19.2,5.7,2.1
2014-07-31,9.0,120.2,957.2,18.5,6.4,2.4
2014-08-31,3.0,41.8,955.3,21.7,6.4,2.2
2014-09-30,12.0,139.4,952.3,22.8,7.4,2.6
2014-10-31,5.0,48.4,952.1,25.5,6.1,2.2
2014-11-30,14.0,127.2,949.8,24.4,6.4,2.2
2014-12-31,15.0,218.0,949.8,25.0,6.2,2.2
2015-01-31,21.0,235.0,951.7,25.8,6.0,1.9
2015-02-28,20.0,206.0,950.5,24.6,5.6,1.9
2015-03-31,17.0,275.6,951.2,24.1,8.1,1.8
2015-04-30,7.0,83.8,952.5,23.5,5.3,1.9
2015-05-31,8.0,158.8,954.5,19.7,7.8,2.1
2015-06-30,5.0,10.2,956.5,19.7,6.1,2.1
2015-07-31,16.0,329.0,955.1,18.6,6.7,2.1
2015-08-31,5.0,47.0,954.6,22.7,6.4,2.3
2015-09-30,12.0,214.0,951.1,23.3,7.4,1.9
2015-10-31,15.0,159.0,951.3,24.6,7.1,2.1
2015-11-30,22.0,267.0,949.2,23.7,8.8,2.0
2015-12-31,21.0,245.0,950.7,24.2,6.4,1.9
2016-01-31,14.0,300.2,949.0,25.3,5.2,2.2
2016-02-29,21.0,242.8,951.2,25.0,5.9,1.7
2016-03-31,10.0,88.2,952.5,24.4,5.7,2.0
2016-04-30,4.0,94.6,952.4,25.3,5.8,2.1
2016-05-31,10.23076923076923,131.19748427672957,952.2130952380952,23.031360946745565,6.22486187845304,2.0404761904761908
2016-06-30,6.0,73.2,957.1,16.9,4.7,1.9
2016-07-31,5.0,60.0,955.4,19.6,6.9,2.0
2016-08-31,8.0,132.0,954.2,20.4,8.9,2.2
2016-09-30,5.0,37.0,954.3,21.1,7.0,2.0
2016-10-31,11.0,128.2,951.2,23.1,6.4,2.4
2016-11-30,7.0,34.8,950.0,24.8,8.9,2.3
2016-12-31,15.0,196.4,950.0,24.4,6.3,2.1
2017-01-31,21.0,309.2,950.6,24.6,5.9,1.8
2017-02-28,13.0,135.8,950.3,26.0,5.9,2.0
2017-03-31,7.0,146.0,951.6,24.9,5.9,2.0
2017-04-30,13.0,146.2,952.9,22.0,4.9,2.3
2017-05-31,10.0,278.6,953.4,21.1,4.6,2.0
2017-06-30,10.0,98.0,955.9,18.6,7.0,2.1
2017-07-31,0.0,0.0,959.5,19.0,6.7,2.5
2017-08-31,9.0,130.6,954.1,21.2,5.9,2.5
2017-09-30,2.0,29.8,954.1,26.0,5.5,2.5
2017-10-31,14.0,233.6,950.7,23.1,7.2,2.4
2017-11-30,16.0,129.2,949.1,23.6,7.4,2.3
2017-12-31,18.0,194.2,948.9,24.9,5.2,2.1
2018-01-31,22.0,325.0,950.2,24.1,6.6,2.0
2018-02-28,8.0,81.8,950.3,24.3,5.0,2.0
2018-03-31,18.0,203.8,950.0,25.4,6.2,1.4
2018-04-30,2.0,24.6,954.1,24.3,4.9,1.7
2018-05-31,4.0,44.4,955.1,21.2,5.9,1.8
2018-06-30,5.0,62.4,955.8,19.4,5.3,1.3
2018-07-31,1.0,5.4,955.5,21.2,6.0,1.5
2018-08-31,9.0,224.2,955.9,18.6,5.7,1.6
2018-09-30,10.0,130.4,951.8,21.9,7.6,1.6
2018-10-31,15.0,288.2,950.6,23.0,9.7,1.7
2018-11-30,11.0,156.2,950.1,24.2,6.2,2.1
2018-12-31,15.0,105.2,950.5,25.9,4.7,1.6
2019-01-31,15.0,187.4,952.0,26.6,6.4,1.5
2019-02-28,12.0,118.0,950.0,25.6,6.9,1.6
2019-03-31,10.23076923076923,131.19748427672957,952.2130952380952,23.031360946745565,6.22486187845304,2.0404761904761908
2019-04-30,2.0,11.533333333333333,955.2666666666665,21.933333333333334,5.366666666666667,2.3000000000000003
2019-05-31,7.0,62.4,953.2,21.4,5.3,1.8
2019-06-30,6.0,80.2,956.3,21.2,4.9,2.1
2019-07-31,5.0,31.6,955.8,19.7,5.7,2.1
