Data Medicao,"NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número)","PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)"
2010-01-31,26.0,314.2,953.7,23.9,11.0,2.0
2010-02-28,11.0,74.0,954.1,24.9,10.3,1.6
2010-03-31,9.0,114.4,953.5,23.5,10.4,2.0
2010-04-30,10.0,63.2,956.9,21.1,9.6,2.0
2010-05-31,15.0,64.6,957.1,17.6,13.3,1.1
2010-06-30,7.0,24.4,960.1,16.5,12.2,1.7
2010-07-31,5.0,51.4,959.6,18.6,11.6,2.3
2010-08-31,3.0,17.6,959.5,17.8,13.3,2.3
2010-09-30,8.0,54.4,956.2,20.9,12.1,2.7
2010-10-31,8.0,135.0,954.3,20.6,11.1,2.6
2010-11-30,11.0,44.8,951.9,22.2,12.1,2.4
2010-12-31,20.0,139.8,950.6,23.7,11.0,2.4
2011-01-31,20.0,171.8,951.3,24.6,9.2,1.4
2011-02-28,20.0,113.0,953.4,24.3,10.0,2.0
2011-03-31,11.0,73.2,953.9,23.0,11.0,3.5
2011-04-30,10.0,50.6,956.0,21.4,9.9,2.2
2011-05-31,5.0,9.4,958.3,17.7,10.5,2.6
2011-06-30,10.0,77.0,958.3,15.1,9.5,1.8
2011-07-31,9.0,64.2,958.2,17.8,10.1,1.8
2011-08-31,10.0,60.2,957.5,18.3,12.5,2.4
2011-09-30,4.0,5.0,958.5,19.7,11.0,3.3
2011-10-31,15.0,293.6,954.0,21.4,13.2,3.2
2011-11-30,9.0,75.8,954.0,21.8,11.1,3.4
2011-12-31,9.0,85.8,952.1,23.3,10.3,2.8
2012-01-31,17.0,143.4,953.3,23.3,10.5,2.5
2012-02-29,15.0,104.2,953.9,24.7,9.1,1.8
2012-03-31,7.0,71.0,955.1,23.4,10.8,2.7
2012-04-30,11.0,137.2,955.1,21.8,9.9,1.9
2012-05-31,9.0,54.6,958.8,18.3,10.8,2.5
2012-06-30,21.0,255.2,958.5,17.1,10.4,1.2
2012-07-31,16.0,77.8,958.9,16.4,12.0,1.1
2012-08-31,2.0,7.2,961.2,20.0,11.9,2.5
2012-09-30,7.0,46.4,957.7,21.3,12.7,2.7
2012-10-31,12.0,126.0,954.2,23.5,11.7,2.3
2012-11-30,8.0,48.8,952.8,23.2,12.7,3.6
2012-12-31,18.0,175.4,952.4,25.4,10.3,1.5
2013-01-31,13.0,104.2,953.8,23.3,11.0,3.3
2013-02-28,16.0,134.0666666666667,954.2,23.6,12.1,1.8
2013-03-31,16.0,181.4,954.8,22.7,10.0,2.4
2013-04-30,9.0,86.0,956.9,20.7,10.0,2.1
2013-05-31,13.0,121.6,957.4,18.5,9.6,1.4
2013-06-30,19.0,172.6,958.3,17.3,10.7,1.5
2013-07-31,12.0,77.6,960.1,16.7,10.3,1.4
2013-08-31,4.0,2.0,958.6,17.9,10.5,1.9
2013-09-30,10.0,144.2,957.2,20.2,10.8,1.9
2013-10-31,14.0,151.6,955.7,21.1,12.2,3.6
2013-11-30,13.0,131.8,953.8,22.7,11.1,3.4
2013-12-31,8.0,52.8,951.6,24.7,10.1,2.2
2014-01-31,15.0,126.2,955.0,25.0,10.8,1.6
2014-02-28,10.0,167.2,954.2,25.6,10.3,2.5
2014-03-31,17.0,130.4,955.0,23.4,12.4,2.2
2014-04-30,10.0,127.2,956.7,21.8,9.5,2.6
2014-05-31,14.0,76.8,957.5,18.5,9.5,1.6
2014-06-30,10.0,15.0,958.6,18.1,11.3,1.4
2014-07-31,11.0,82.4,961.3,17.1,10.4,2.4
2014-08-31,7.0,38.8,959.4,18.5,10.8,1.6
2014-09-30,13.0,173.4,956.6,20.7,12.8,2.9
2014-10-31,4.0,16.2,956.3,22.8,0.1,0.0
2014-11-30,13.0,98.0,953.7,23.3,0.3,0.0
2014-12-31,14.0,193.8,953.7,24.0,0.1,0.0
2015-01-31,10.0,26.4,955.1,26.2,0.0,0.0
2015-02-28,1.0,27.266666666666666,955.8000000000001,24.200000000000003,0.0,0.6333333333333333
2015-03-31,5.0,46.86666666666667,955.0333333333334,23.6,0.0,0.0
2015-04-30,5.333333333333333,78.8,955.0333333333334,24.599999999999998,0.0,0.0
2015-05-31,2.0,21.600000000000005,955.4333333333334,23.3,2.8,1.2666666666666666
2015-06-30,8.0,17.4,960.6,17.8,11.2,2.3
2015-07-31,15.0,256.6,959.1,17.8,10.3,2.0
2015-08-31,7.0,66.0,958.8,19.6,11.7,2.4
2015-09-30,13.0,195.4,955.1,21.3,13.5,2.3
2015-10-31,14.0,261.6,955.5,22.7,12.2,2.8
2015-11-30,22.0,345.8,953.1,22.9,9.6,2.5
2015-12-31,20.0,232.4,954.4,23.9,9.7,1.9
2016-01-31,14.0,348.2,952.9,24.3,9.9,3.1
2016-02-29,19.0,248.2,954.8,24.6,9.0,1.8
2016-03-31,13.0,63.6,956.0,23.3,10.1,2.4
2016-04-30,5.0,39.2,956.0,23.5,8.2,1.9
2016-05-31,17.0,184.8,959.1,17.8,9.5,2.1
2016-06-30,11.0,101.0,960.8,15.3,12.2,1.7
2016-07-31,5.0,36.4,959.4,16.8,11.5,2.0
2016-08-31,8.0,114.8,958.2,18.1,10.3,2.3
2016-09-30,9.0,45.4,958.0,18.9,11.6,2.9
2016-10-31,13.0,149.0,955.2,21.3,10.7,3.2
2016-11-30,10.0,40.4,953.9,22.7,11.2,3.1
2016-12-31,14.0,116.8,953.5,24.1,10.4,2.1
2017-01-31,23.0,239.2,954.2,24.0,9.9,1.6
2017-02-28,3.0,35.333333333333336,954.0,25.1,9.6,1.9
2017-03-31,1.6666666666666667,159.13333333333333,955.4,23.5,9.5,2.5
