Data Medicao,"NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número)","PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)"
2010-01-31,20.0,169.0,936.9,23.9,6.6,0.9
2010-02-28,21.0,208.0,937.0,24.1,4.5,0.1
2010-03-31,11.0,348.8,936.7,24.6,10.2,1.1
2010-04-30,7.0,166.6,938.9,22.5,6.4,1.3
2010-05-31,5.0,6.4,939.6,19.7,4.7,1.2
2010-06-30,2.0,2.2,941.8,19.6,5.3,1.3
2010-07-31,2.0,4.2,941.2,21.2,7.1,1.8
2010-08-31,1.0,0.0,940.9,21.4,8.1,1.8
2010-09-30,4.0,10.0,937.7,25.7,9.6,2.2
2010-10-31,14.0,185.2,936.7,24.4,8.9,2.0
2010-11-30,16.0,199.6,935.3,23.8,7.8,2.0
2010-12-31,19.0,209.0,934.2,23.9,8.5,1.8
2011-01-31,23.0,238.2,935.2,23.8,7.7,1.8
2011-02-28,21.0,238.2,936.6,23.6,7.3,1.5
2011-03-31,25.0,353.8,935.8,23.2,8.1,1.7
2011-04-30,13.0,90.2,938.3,22.7,12.1,1.5
2011-05-31,5.0,24.0,940.0,19.9,5.0,1.3
2011-06-30,3.0,29.8,940.5,18.9,9.9,1.4
2011-07-31,3.6666666666666665,0.0,940.4,20.7,7.2,1.7
2011-08-31,1.0,5.6,939.8,22.8,7.9,2.1
2011-09-30,4.0,19.2,939.6,24.5,9.0,2.3
2011-10-31,17.0,111.4,936.4,23.6,9.7,2.2
2011-11-30,14.0,122.0,936.0,23.5,9.0,1.9
2011-12-31,13.0,108.93333333333334,935.6,23.9,8.3,2.0
2012-01-31,26.0,330.4,936.5,22.8,7.4,1.9
2012-02-29,19.0,319.2,937.2,23.6,8.3,1.7
2012-03-31,20.0,228.2,938.0,23.2,8.2,1.5
2012-04-30,18.0,181.0,938.0,23.3,9.8,1.4
2012-05-31,8.0,50.4,940.4,20.0,6.1,1.3
2012-06-30,11.0,52.4,941.0,20.2,7.5,1.5
2012-07-31,3.0,3.4,941.3,19.1,5.8,1.4
2012-08-31,1.0,0.0,942.1,22.5,8.2,2.4
2012-09-30,7.0,71.6,939.6,24.4,11.2,2.0
2012-10-31,9.0,73.4,936.5,25.9,9.4,2.0
2012-11-30,22.0,280.2,935.2,24.2,9.9,1.8
2012-12-31,19.0,154.2,936.2,24.5,8.8,1.7
2013-01-31,26.0,257.6,936.4,23.7,6.6,1.8
2013-02-28,24.0,183.4,937.4,23.4,7.1,1.6
2013-03-31,19.0,298.4,937.5,24.2,10.2,1.6
2013-04-30,19.0,149.0,939.2,21.9,7.4,1.3
2013-05-31,13.0,37.0,939.8,21.0,7.2,1.3
2013-06-30,13.0,11.2,940.6,21.2,8.9,1.2
2013-07-31,1.0,0.2,942.0,19.3,8.3,1.6
2013-08-31,1.0,2.4,940.7,20.6,6.6,1.7
2013-09-30,2.0,6.4,939.1,24.2,7.1,2.3
2013-10-31,16.0,65.0,937.8,24.4,8.2,2.0
2013-11-30,15.0,143.6,936.0,24.3,7.9,1.8
2013-12-31,21.0,219.8,935.0,24.5,8.0,2.0
2014-01-31,17.0,139.8,938.3,23.7,8.9,1.7
2014-02-28,19.0,180.0,937.0,23.8,8.2,1.7
2014-03-31,22.0,247.2,937.8,23.5,8.4,1.7
2014-04-30,22.0,218.4,938.7,23.3,6.8,1.5
2014-05-31,4.0,1.6,939.9,20.4,5.6,1.2
2014-06-30,2.0,9.2,941.0,20.4,6.8,1.4
2014-07-31,6.0,55.6,942.8,20.0,6.0,1.5
2014-08-31,0.0,0.0,941.1,22.1,7.1,1.6
2014-09-30,10.0,89.2,938.6,24.7,8.8,1.8
2014-10-31,9.0,154.0,938.0,25.0,9.0,1.8
2014-11-30,18.0,275.6,936.5,23.8,8.4,1.8
2014-12-31,21.0,306.8,936.9,23.9,7.7,2.0
2015-01-31,14.0,88.8,938.4,24.9,7.3,1.6
2015-02-28,21.0,248.0,937.6,23.8,9.2,2.0
2015-03-31,20.0,266.2,937.8,23.3,6.5,1.5
2015-04-30,21.0,118.2,938.6,23.6,5.6,1.3
2015-05-31,17.0,85.6,940.4,21.3,5.6,1.4
2015-06-30,6.0,10.0,942.4,20.3,5.3,1.4
2015-07-31,6.0,43.6,941.4,20.8,7.2,1.4
2015-08-31,2.0,1.4,940.5,22.3,6.1,1.6
2015-09-30,6.0,57.4,938.0,24.8,10.4,1.8
2015-10-31,10.0,149.8,937.6,25.9,10.0,1.8
2015-11-30,23.0,117.4,936.5,24.6,8.2,1.8
2015-12-31,19.0,153.8,938.2,24.4,7.6,1.7
2016-01-31,22.0,213.8,935.8,24.5,6.8,2.2
2016-02-29,19.0,207.8,938.3,24.6,7.1,1.5
2016-03-31,18.0,264.8,939.0,24.4,7.1,1.6
2016-04-30,2.0,25.2,938.8,23.7,5.8,1.3
2016-05-31,9.0,64.4,941.2,21.2,6.6,1.4
2016-06-30,7.0,47.8,942.7,19.2,5.3,1.3
2016-07-31,0.0,0.0,941.6,20.5,8.4,1.6
2016-08-31,7.0,32.8,940.5,21.6,9.3,1.6
2016-09-30,6.0,16.2,939.8,23.5,7.6,1.9
2016-10-31,16.0,136.0,937.4,24.1,8.7,1.8
2016-11-30,18.0,179.0,936.5,23.7,7.3,1.8
2016-12-31,22.0,346.8,937.0,23.7,8.5,1.8
2017-01-31,23.0,193.2,937.7,23.4,8.1,1.7
2017-02-28,13.0,89.13333333333334,937.4,24.0,6.9,1.8
2017-03-31,3.0,0.7999999999999999,940.9333333333334,23.166666666666668,8.6,2.1333333333333333
2017-04-30,14.0,188.20000000000002,938.7666666666668,22.766666666666666,5.9,1.2666666666666666
2017-05-31,8.0,95.06666666666668,939.5,22.8,6.6,1.2
2017-06-30,4.0,2.8,941.7,20.5,7.7,1.7
2017-07-31,0.0,0.0,944.4,19.1,7.7,2.0
2017-08-31,2.0,2.8,940.0,22.6,8.2,1.8
2017-09-30,3.0,2.4,939.8,25.6,8.5,2.2
2017-10-31,9.0,84.6,936.9,25.7,8.1,1.9
2017-11-30,21.0,347.4,935.7,24.1,7.4,1.9
2017-12-31,22.0,248.2,936.0,23.9,7.2,1.7
2018-01-31,22.0,243.0,937.0,23.8,6.8,1.7
2018-02-28,22.0,219.2,936.5,24.1,7.7,1.6
2018-03-31,16.0,184.4,937.1,24.7,5.5,1.5
2018-04-30,15.0,67.4,939.7,22.5,5.0,1.2
2018-05-31,6.0,41.6,941.0,20.3,7.6,1.2
2018-06-30,2.0,1.0,942.0,20.2,5.1,1.2
