Data Medicao,"PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)"
2025-09-30,103.93333333333334,970.6999999999999,20.842857142857138,6.642857142857143,2.1166666666666667
2025-10-31,87.53333333333335,971.5666666666666,17.3,7.5,2.1333333333333333
2025-11-30,86.4,971.1,19.3,5.9,2.4
2025-12-31,259.3,967.5,23.1,6.1,2.0
2026-01-31,36.7,971.6,22.5,5.5,2.2
2026-02-28,65.0,970.4,22.9,5.8,2.1
2026-03-31,105.8,971.2,21.9,5.3,2.2
2026-04-30,70.4,972.4,18.9,10.4,1.8
