Data Medicao,"PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)"
2025-08-31,156.84285714285713,915.8714285714285,17.8,7.875000000000001,2.6714285714285713
2025-09-30,172.1,916.7666666666668,16.433333333333334,9.1,2.766666666666667
2025-10-31,167.1,918.7,14.5,8.8,3.1
2025-11-30,151.3,915.5,16.0,8.8,2.7
2025-12-31,266.1,912.9,19.5,7.6,2.7
2026-01-31,197.9,916.1,18.8,8.5,2.5
2026-02-28,131.7,915.2,19.3,5.9,2.5
2026-03-31,116.0,916.0,19.8,6.7,2.5
2026-04-30,67.8,916.7,16.7,7.6,2.7
