Data Medicao,"PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)"
2025-08-31,103.41428571428573,1004.9571428571428,22.075000000000003,10.275,1.957142857142857
2025-09-30,62.9,1005.1666666666666,17.8,8.7,1.9666666666666666
2025-10-31,145.0,1009.4,19.8,15.0,2.4
2025-11-30,93.7,1005.1,20.7,11.1,2.3
2025-12-31,162.3,1000.7,24.2,11.7,1.9
2026-01-31,140.5,1004.6,24.0,11.3,1.9
2026-02-28,51.0,1004.0,24.3,8.2,1.8
2026-03-31,87.4,1004.5,24.5,6.3,1.6
2026-04-30,44.0,1006.4,21.3,9.9,1.8
