Data Medicao,"PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)"
2025-09-30,93.5,1004.4,23.099999999999998,8.042857142857143,2.733333333333333
2025-10-31,72.73333333333333,1005.5666666666666,19.9,8.4,2.866666666666667
2025-11-30,55.6,1005.4,21.7,8.9,3.4
2025-12-31,154.2,1001.1,24.9,9.5,2.5
2026-01-31,95.1,1004.9,24.8,7.9,2.6
2026-02-28,100.09999999999998,1003.7,24.8,7.8,2.7
2026-03-31,51.0,1004.6,24.5,6.9,2.7
2026-04-30,111.6,1006.7,21.1,6.9,2.5
