Data Medicao,"PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)"
2025-08-31,117.60000000000001,998.4714285714284,21.1625,7.012499999999999,1.8571428571428572
2025-09-30,101.13333333333333,1000.0666666666666,16.2,7.1,1.9333333333333336
2025-10-31,93.8,1001.9,18.3,7.3,2.0
2025-11-30,105.4,999.3,20.5,10.9,2.2
2025-12-31,207.8,995.1,23.7,5.8,1.8
2026-01-31,71.2,998.5,23.6,6.9,1.9
2026-02-28,134.0666666666667,997.4,23.7,6.3,1.8
2026-03-31,123.2,998.1,23.3,5.4,1.7
2026-04-30,104.2,999.0,20.0,6.4,1.6
