Data Medicao,"PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)"
2025-09-30,84.46666666666667,1010.2333333333332,21.67142857142857,14.62857142857143,5.916666666666667
2025-10-31,109.93333333333334,1011.4,18.1,14.2,5.833333333333333
2025-11-30,20.2,1011.5,19.6,13.9,5.9
2025-12-31,55.5,1006.6,23.4,14.2,5.7
2026-01-31,46.3,1011.0,23.2,14.9,6.3
2026-02-28,75.2,1009.6,24.0,16.1,6.0
2026-03-31,248.4,1011.1,23.0,13.5,6.2
2026-04-30,61.2,1011.6,20.4,15.6,5.4
