Data Medicao,"PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)"
2025-10-31,129.73999999999998,1011.5599999999998,22.849999999999998,9.633333333333335,3.16
2025-11-30,132.86666666666667,1011.5666666666666,19.7,11.3,3.2000000000000006
2025-12-31,239.7,1008.9,23.4,9.8,3.6
2026-01-31,107.6,1012.3,24.0,10.8,3.2
2026-02-28,177.7,1011.1,24.6,8.5,3.1
2026-03-31,72.4,1012.0,23.9,7.9,3.1
2026-04-30,51.3,1013.5,21.5,9.5,2.8
