Data Medicao,"NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número)","PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)"
2018-03-31,5.0,32.666666666666664,964.8000000000001,19.7,6.9,2.733333333333333
2018-04-30,12.0,247.0,968.9,20.9,6.9,2.1
2018-05-31,11.0,56.6,969.6,15.7,7.1,2.5
2018-06-30,16.0,123.2,969.9,10.9,7.5,2.4
2018-07-31,21.0,214.0,970.0,11.6,8.6,3.0
2018-08-31,13.0,150.2,970.6,12.0,7.2,2.9
2018-09-30,17.0,304.6,967.2,16.7,9.0,2.9
2018-10-31,9.0,94.4,966.8,17.1,7.7,3.1
2018-11-30,8.0,138.6,965.4,20.6,8.0,2.9
2018-12-31,12.0,161.2,965.0,21.5,7.7,2.7
2019-01-31,17.0,205.2,965.4,23.8,8.6,2.8
2019-02-28,11.0,55.0,965.6,22.3,6.8,2.4
2019-03-31,13.0,71.4,967.7,20.5,7.9,2.7
2019-04-30,6.0,60.53333333333333,967.6666666666666,19.566666666666666,9.066666666666666,2.6999999999999997
2019-05-31,19.0,189.2,968.4,16.3,7.9,2.7
2019-06-30,9.0,58.0,969.6,16.4,7.9,2.5
2019-07-31,12.0,263.4,970.5,11.8,7.4,2.6
2019-08-31,6.0,119.8,972.5,12.9,9.1,2.9
2019-09-30,13.0,102.8,968.8,14.6,7.2,2.9
2019-10-31,16.0,354.0,966.8,18.3,10.9,3.1
2019-11-30,11.0,110.4,965.2,20.4,7.1,2.7
2019-12-31,6.0,52.4,964.2,23.2,7.4,2.6
2020-01-31,11.0,117.4,964.2,23.0,7.9,2.6
2020-02-29,6.0,9.4,966.3,22.6,7.0,2.6
2020-03-31,8.0,29.0,967.6,23.0,6.7,2.4
2020-04-30,10.0,40.2,969.0,18.3,7.0,2.7
2020-05-31,9.0,171.2,968.3,15.1,8.1,2.6
2020-06-30,19.0,151.6,967.6,13.8,8.4,2.7
2020-07-31,11.0,135.0,968.8,11.6,9.6,2.8
2020-08-31,10.0,85.8,970.2,14.7,8.6,2.8
2020-09-30,18.0,228.4,968.3,14.7,8.3,2.9
2020-10-31,13.0,105.4,966.6,17.1,8.8,3.2
2020-11-30,8.0,72.8,967.2,19.4,8.4,2.9
2020-12-31,10.0,68.0,964.5,21.5,8.2,2.8
2021-01-31,11.0,95.93333333333334,964.0,23.0,9.3,2.6
2021-02-28,16.0,148.8,964.8,21.8,7.6,2.2
2021-03-31,4.0,36.13333333333333,965.5,21.2,5.9,2.5
2021-04-30,7.0,98.86666666666667,968.0666666666666,20.200000000000003,7.0,2.466666666666667
2021-05-31,14.666666666666666,135.4,967.3666666666668,15.9,8.4,2.6333333333333333
2021-06-30,14.333333333333334,137.6,967.6,14.800000000000002,9.5,2.866666666666667
2021-07-31,12.666666666666666,130.26666666666668,966.6,20.46666666666667,8.7,2.5333333333333337
2021-08-31,4.0,47.0,964.9,21.400000000000002,7.4,2.6666666666666665
2021-09-30,15.0,261.6,967.5,15.5,8.2,3.0
2021-10-31,8.0,77.0,967.2,17.5,7.4,2.8
2021-11-30,12.0,68.6,964.8,19.9,8.2,3.0
2021-12-31,5.0,46.6,965.0,21.3,7.3,2.9
2022-01-31,11.0,74.6,963.9,24.8,8.8,2.8
2022-02-28,9.0,144.8,964.4,22.9,6.6,2.5
2022-03-31,14.0,119.6,965.7,20.1,10.8,2.9
2022-04-30,14.0,202.4,967.4,17.3,7.6,2.4
2022-05-31,22.0,110.4,968.8,13.3,9.9,2.6
2022-06-30,13.0,122.0,969.3,11.0,7.3,2.4
2022-07-31,17.0,181.8,967.3,14.5,8.4,2.3
2022-08-31,14.0,114.4,970.7,12.7,9.0,2.7
2022-09-30,11.0,74.6,969.4,13.9,8.1,2.8
2022-10-31,14.0,107.2,966.6,16.4,10.0,2.8
2022-11-30,8.0,55.8,968.4,19.3,8.7,2.6
2022-12-31,6.0,42.0,963.9,22.4,7.2,2.8
